ID_Lectura,Temperatura_Zona1_C,Velocidad_Cinta_m_min,Horas_Desde_Mantenimiento,Humedad_Ambiente_Pct,Espesor_Material_mm,Consumo_Energia_KWh
4863,715.6,2.11,317,64.8,5.22,507.4
4864,682.5,1.49,352,50.5,5.36,492.0
4865,746.2,1.67,55,37.6,5.41,502.95
4866,665.8,2.77,219,79.0,6.07,475.37
4867,759.5,2.83,102,75.1,5.9,502.63
4868,748.2,2.74,229,74.7,3.71,499.09
4869,757.3,0.85,265,69.4,3.91,525.34
4870,723.9,2.63,146,64.6,5.97,500.24
4871,900.0,2.87,240,62.8,4.38,562.92
4872,818.0,1.4,315,35.3,3.53,543.37
4873,687.8,1.8,211,75.0,3.63,446.38
4874,761.6,2.45,75,74.1,5.94,506.24
4875,719.6,1.91,470,67.4,5.92,530.14
4876,699.3,2.98,47,76.4,5.13,455.48
4877,683.0,1.64,164,57.7,4.06,464.39
4878,771.6,2.28,114,52.4,4.94,495.45
4879,715.9,2.48,264,78.4,4.84,495.86
4880,798.4,1.74,413,53.2,4.56,560.42
4881,799.7,2.64,497,62.1,5.68,579.4
4882,818.7,1.87,455,48.7,4.52,567.86
4883,707.4,1.53,467,61.8,5.54,530.1
4884,773.8,0.77,25,66.0,5.33,518.99
4885,781.6,1.48,88,61.2,3.56,515.86
4886,726.3,2.33,22,55.7,6.99,492.85
4887,711.4,2.8,379,45.0,5.58,490.43
4888,830.5,1.13,111,62.2,3.41,528.31
4889,761.4,1.39,413,75.4,3.56,541.29
4890,781.8,0.88,161,30.3,6.58,539.85
4891,708.9,2.23,498,36.7,5.18,513.17
4892,689.0,2.9,187,36.0,5.56,463.52
4893,721.5,2.1,400,76.2,5.39,529.02
4894,743.8,2.04,96,63.1,6.09,507.19
4895,696.8,1.88,97,77.6,6.13,489.09
4896,749.5,0.72,38,59.1,4.12,510.22
4897,665.6,2.32,398,53.1,5.5,497.18
4898,694.0,2.01,372,69.6,3.6,484.77
4899,783.5,2.15,428,38.0,3.91,531.2
4900,780.2,2.75,330,49.1,4.7,520.44
4901,730.4,2.46,109,53.3,3.3,464.83
4902,699.1,2.45,124,44.9,4.22,452.07
4903,698.6,2.82,219,48.6,2.83,449.24
4904,731.3,2.97,463,33.9,4.98,520.09
4905,782.2,1.95,352,39.9,6.64,541.68
4906,796.4,0.77,83,46.8,5.03,528.47
4907,725.2,1.65,144,69.8,5.03,511.75
4908,692.3,2.47,437,39.1,4.64,495.58
4909,763.4,0.57,465,47.3,5.98,597.5
4910,708.8,0.64,278,33.2,4.95,529.42
4911,724.1,0.67,359,57.9,3.9,504.94
4912,816.3,2.33,475,60.6,5.17,557.74
4913,791.4,1.75,87,73.3,6.55,535.1
4914,757.9,1.42,468,71.0,3.57,541.0
4915,686.4,0.76,389,44.3,4.06,516.93
4916,760.6,2.33,499,36.8,4.9,544.65
4917,803.1,1.3,134,37.8,4.65,511.97
4918,731.2,1.16,47,78.4,5.42,514.72
4919,817.6,2.13,278,63.7,4.02,558.78
4920,814.6,1.9,319,32.1,4.47,528.79
4921,833.2,1.41,115,36.8,5.05,535.97
4922,765.3,2.1,53,54.3,5.09,492.89
4923,779.4,1.18,234,40.4,7.6,568.35
4924,820.7,2.49,251,70.2,5.78,563.92
4925,772.4,1.07,406,58.7,3.46,540.02
4926,724.9,0.9,162,60.6,3.98,496.55
4927,727.6,2.46,33,53.1,3.64,468.86
4928,761.9,2.27,133,42.8,6.61,509.57
4929,685.5,0.96,294,59.5,3.93,499.91
4930,742.8,0.79,493,65.8,5.59,575.13
4931,804.8,2.6,463,48.5,5.49,564.84
4932,640.4,2.44,411,55.2,3.53,467.62
4933,826.7,1.32,357,72.0,4.58,558.89
4934,806.1,2.15,270,37.4,4.74,538.56
4935,727.0,0.81,155,57.3,3.42,506.93
4936,777.2,1.77,200,47.4,6.78,544.21
4937,750.2,0.55,390,65.1,5.17,542.63
4938,811.5,1.48,174,30.9,6.59,555.8
4939,799.1,0.69,80,63.5,7.21,548.95
4940,680.0,1.69,448,35.1,5.16,483.02
4941,779.4,1.55,210,33.2,5.37,525.08
4942,739.7,1.61,364,66.2,4.21,513.27
4943,754.1,0.61,21,62.0,6.33,522.0
4944,713.6,1.4,61,74.7,4.95,475.71
4945,837.4,2.39,450,56.0,4.58,565.8
4946,802.0,1.42,265,56.5,4.23,525.24
4947,713.0,2.29,311,65.4,5.07,496.51
4948,683.3,1.42,369,46.2,5.62,513.15
4949,730.7,1.56,309,31.8,5.2,532.34
4950,771.7,1.91,496,41.5,5.46,552.12
4951,762.0,2.88,417,41.9,4.78,520.71
4952,812.7,0.77,18,46.8,5.5,542.76
4953,789.5,0.58,149,77.2,5.47,554.3
4954,798.5,2.02,109,70.2,6.21,537.0
4955,766.3,2.87,494,76.8,5.81,556.64
4956,680.5,2.97,146,79.9,5.15,459.14
4957,740.2,1.71,368,51.7,5.41,522.64
4958,803.0,1.67,375,41.4,3.85,547.17
4959,747.4,2.11,381,58.0,6.28,514.98
4960,775.2,1.89,31,74.1,4.75,482.58
4961,734.1,2.09,154,53.3,4.88,507.23
4962,698.5,2.68,170,55.3,4.52,478.12
4963,743.8,2.37,258,36.7,4.11,487.43
4964,765.5,1.74,184,51.0,4.18,496.43
4965,717.2,1.65,97,49.3,3.92,480.7
4966,738.2,2.1,408,47.6,4.76,529.04
4967,703.0,1.64,486,74.4,5.83,529.3
4968,806.0,1.64,489,33.0,4.98,566.09
4969,735.3,0.54,42,78.6,5.66,497.56
4970,822.6,0.94,486,30.4,5.48,584.18
4971,826.4,1.72,280,77.3,4.55,555.32
4972,745.9,2.56,292,57.4,6.24,521.31
4973,699.6,1.2,235,65.1,6.0,534.45
4974,645.7,1.81,454,39.4,5.82,485.42
4975,676.4,1.36,461,62.7,5.42,536.07
4976,681.3,0.76,121,74.1,4.66,482.02
4977,818.9,2.9,91,37.0,4.66,497.95
4978,755.8,2.64,222,36.4,4.97,508.94
4979,769.5,0.7,313,45.2,6.38,551.88
4980,639.0,2.3,17,38.1,6.12,427.73
4981,690.1,1.37,143,35.5,3.56,472.37
4982,794.4,2.99,456,63.9,5.26,552.76
4983,764.3,1.26,127,40.7,2.51,486.49
4984,742.6,1.1,93,63.4,4.56,521.41
4985,778.2,1.92,267,73.1,4.32,523.41
4986,831.8,2.59,252,62.6,5.56,532.68
4987,738.9,0.98,246,36.0,3.91,497.83
4988,753.5,2.27,159,58.7,3.47,476.23
4989,759.6,0.65,383,49.7,4.5,544.95
4990,869.6,2.8,30,47.2,4.99,541.44
4991,645.0,0.7,143,45.9,3.26,437.93
4992,784.2,2.79,388,76.5,6.14,565.92
4993,744.3,1.73,105,67.1,4.8,492.05
4994,778.3,1.62,463,36.7,5.03,547.53
4995,717.1,2.93,22,53.8,6.1,458.61
4996,747.6,2.98,10,45.9,4.27,455.3
4997,785.6,2.13,159,78.9,6.48,532.79
4998,900.0,0.82,126,78.9,5.01,588.61
4999,790.4,1.77,161,46.0,5.79,531.84
5000,707.6,1.82,73,47.6,5.44,456.82
5001,728.8,1.79,434,60.0,5.69,534.94
5002,727.3,1.92,487,54.0,5.08,538.3
5003,660.2,0.55,159,40.7,4.53,475.75
5004,733.5,2.28,326,63.0,6.94,526.84
5005,786.6,2.28,373,46.7,4.98,533.27
5006,686.3,0.79,21,62.7,3.9,478.77
5007,802.4,1.93,99,49.2,6.47,535.92
5008,774.4,1.92,397,65.0,4.69,541.14
5009,713.3,2.21,92,63.4,3.28,467.68
5010,742.9,0.71,473,55.4,4.18,558.95
5011,829.9,2.07,259,65.2,3.04,521.82
5012,786.7,1.2,393,53.0,4.22,557.23
5013,750.4,1.77,405,35.8,6.76,537.63
5014,738.1,2.43,42,39.1,5.46,489.75
5015,753.8,2.26,158,42.3,5.0,487.7
5016,724.4,0.8,137,33.2,4.42,495.94
5017,644.8,1.98,109,65.6,4.86,453.91
5018,852.1,2.92,466,48.4,6.11,560.95
5019,757.8,0.89,496,34.7,3.17,521.87
5020,769.9,2.63,371,71.0,7.94,552.49
5021,747.1,2.26,337,64.2,4.12,530.51
5022,713.2,2.44,221,52.6,4.75,482.47
5023,740.7,1.2,83,42.4,4.84,501.75
5024,670.0,1.22,105,37.6,4.81,434.83
5025,863.9,2.77,101,52.9,4.33,537.66
5026,688.3,1.4,339,74.3,5.87,522.77
5027,698.4,0.66,337,39.4,6.14,533.41
5028,728.0,2.0,445,58.4,5.96,536.65
5029,814.4,0.81,184,78.1,5.09,546.4
5030,750.7,2.49,234,61.9,4.41,493.93
5031,688.2,2.1,324,52.0,4.81,481.84
5032,812.7,2.69,184,65.8,4.91,531.06
5033,786.6,2.46,65,71.2,4.02,494.5
5034,776.9,0.78,278,59.5,5.18,558.44
5035,785.8,1.45,437,73.6,6.8,586.72
5036,869.7,2.44,44,55.7,4.83,552.57
5037,859.3,1.54,128,71.5,5.5,564.63
5038,715.7,2.93,380,77.6,4.34,497.74
5039,831.2,2.34,422,55.1,5.89,574.35
5040,769.2,0.54,65,60.3,4.34,491.1
5041,775.0,2.7,398,60.5,4.59,526.41
5042,665.4,0.75,460,69.1,5.52,533.65
5043,741.5,0.85,318,71.1,4.01,527.94
5044,709.4,2.34,366,31.4,5.43,499.51
5045,791.4,2.66,385,66.7,6.05,547.45
5046,803.6,1.84,325,69.2,5.16,569.95
5047,646.3,1.22,114,65.0,5.87,475.0
5048,748.9,1.38,399,65.7,3.71,530.49
5049,806.1,1.36,185,32.1,5.45,563.03
5050,740.7,1.32,115,52.1,4.54,485.69
5051,786.5,1.11,89,70.9,5.39,524.56
5052,767.6,2.02,172,76.7,6.58,519.92
5053,767.1,2.75,411,41.5,2.02,492.99
5054,736.4,1.27,276,59.0,4.38,529.77
5055,689.2,0.97,60,70.2,2.71,453.19
5056,693.9,2.6,386,67.6,3.77,488.68
5057,785.5,2.35,288,60.9,4.52,531.02
5058,751.0,2.83,312,30.9,5.86,517.24
5059,743.1,0.91,84,66.2,5.81,510.02
5060,728.8,0.86,452,68.7,5.78,561.07
5061,734.7,1.85,450,66.1,5.56,535.89
5062,802.3,2.04,358,68.3,3.66,541.53
5063,733.2,1.7,136,51.5,5.8,492.04
5064,682.9,2.0,255,79.7,4.32,471.29
5065,787.2,0.95,321,68.5,5.45,565.34
5066,739.8,1.7,243,58.9,4.08,529.7
5067,751.6,2.15,164,76.7,4.82,502.38
5068,830.4,1.58,82,75.4,4.93,540.15
5069,749.0,2.2,428,70.7,5.35,544.59
5070,764.5,1.63,448,58.2,4.16,553.78
5071,691.1,1.33,146,56.4,5.66,501.82
5072,739.0,1.26,283,46.4,3.69,515.91
5073,780.5,1.53,53,42.5,6.7,520.46
5074,672.2,0.56,256,55.6,4.25,501.63
5075,760.0,2.17,158,58.9,3.04,492.89
5076,755.0,2.61,65,42.2,4.93,480.25
5077,752.1,1.39,185,76.1,4.59,526.96
5078,801.9,0.62,365,57.9,4.08,568.78
5079,766.7,2.97,266,56.3,6.35,513.44
5080,823.9,1.16,420,51.8,5.75,574.93
5081,700.3,0.82,310,32.9,5.46,498.76
5082,756.8,1.42,72,74.1,4.04,491.35
5083,754.2,2.35,323,45.8,4.47,512.65
5084,696.5,1.23,433,62.1,4.39,530.02
5085,797.8,1.94,72,60.4,3.17,499.43
5086,866.2,1.54,303,59.2,5.27,585.6
5087,749.1,0.79,38,56.3,5.34,515.28
5088,775.3,1.33,49,39.1,5.12,495.95
5089,754.2,2.31,156,44.0,5.23,494.59
5090,714.3,2.03,97,56.2,3.87,457.94
5091,659.0,0.8,65,69.5,4.11,461.29
5092,714.7,0.91,309,51.6,4.68,520.38
5093,680.4,2.1,202,40.2,6.38,483.98
5094,835.2,2.53,109,34.4,6.16,523.7
5095,744.2,1.37,224,63.2,5.52,529.4
5096,732.7,1.99,150,51.2,7.01,512.88
5097,794.5,0.93,423,36.3,5.51,574.53
5098,693.9,1.28,58,63.7,5.64,485.44
5099,711.7,0.55,124,40.4,6.48,504.56
5100,753.4,2.42,238,55.5,5.7,501.48
5101,801.4,1.5,261,45.3,6.65,561.19
5102,775.1,2.54,84,76.6,5.03,506.92
5103,762.4,2.27,200,41.4,4.36,501.21
5104,753.9,2.57,208,51.0,4.9,521.11
5105,770.0,1.21,172,78.0,5.24,528.44
5106,760.1,0.96,148,45.9,4.1,515.16
5107,698.5,2.93,58,62.2,4.29,450.47
5108,752.3,2.29,372,45.8,4.58,518.87
5109,696.3,2.59,376,35.5,3.9,470.98
5110,754.1,0.53,124,61.4,4.41,516.41
5111,726.0,1.39,177,75.8,5.73,524.38
5112,877.0,2.36,286,52.6,5.79,581.83
5113,748.0,0.69,56,61.3,3.6,507.42
5114,679.8,1.92,268,60.4,5.31,483.42
5115,743.3,1.57,423,50.8,4.93,545.55
5116,776.0,0.54,225,60.7,6.05,543.75
5117,833.7,1.09,239,43.0,4.73,556.49
5118,720.5,1.21,136,48.9,3.76,476.39
5119,670.9,0.78,332,52.1,4.51,519.14
5120,790.8,2.08,327,73.2,3.8,536.11
5121,681.0,1.11,430,47.4,2.74,506.0
5122,728.2,1.19,234,61.8,4.95,519.46
5123,737.1,2.75,159,40.7,5.52,491.95
5124,746.5,1.67,296,42.6,5.19,510.72
5125,784.5,1.48,55,62.4,3.72,504.01
5126,715.8,2.31,469,68.1,3.65,500.98
5127,736.3,2.77,310,53.1,5.22,499.96
5128,749.3,0.56,23,46.8,6.7,520.44
5129,757.5,1.62,130,75.5,6.29,515.13
5130,754.9,2.03,405,36.8,4.71,514.09
5131,771.8,1.3,384,66.0,5.21,542.43
5132,792.2,2.43,200,64.5,5.91,536.56
5133,769.6,2.93,484,64.5,4.86,534.54
5134,772.7,2.86,342,76.8,3.66,503.08
5135,670.9,1.16,353,66.4,2.18,481.18
5136,752.5,1.07,175,45.1,5.18,525.78
5137,774.0,2.89,126,47.7,4.8,491.32
5138,786.4,1.65,440,49.6,3.29,527.71
5139,715.4,1.02,133,31.5,3.57,478.64
5140,717.0,2.27,63,75.7,4.74,466.9
5141,721.3,1.21,448,33.7,4.45,528.47
5142,776.8,1.17,313,65.0,6.43,556.28
5143,801.7,2.7,466,66.5,6.42,569.02
5144,729.6,0.91,465,72.2,4.15,526.01
5145,795.4,0.66,366,57.7,6.5,581.79
5146,756.2,1.17,280,66.3,6.62,545.95
5147,743.8,2.02,208,45.1,5.29,496.16
5148,739.4,0.81,225,67.3,4.07,519.03
5149,787.3,1.68,122,47.2,5.12,515.33
5150,766.3,2.07,25,75.1,2.87,478.65
5151,863.8,2.62,225,38.2,4.41,532.95
5152,707.4,1.07,436,45.8,5.27,531.7
5153,775.9,2.54,144,54.9,5.39,488.72
5154,723.5,1.09,52,68.8,4.56,488.78
5155,706.5,2.19,261,67.4,5.07,495.25
5156,749.5,1.58,293,40.5,3.98,528.72
5157,756.9,0.79,331,37.2,6.41,548.77
5158,895.9,2.29,107,45.2,6.45,582.85
5159,740.8,1.04,69,54.2,5.71,518.62
5160,693.5,0.94,239,57.0,4.73,499.01
5161,763.7,1.4,393,51.5,4.18,537.5
5162,646.3,2.13,140,63.2,5.85,449.53
5163,745.4,1.08,394,51.4,5.18,536.63
5164,750.8,0.96,168,77.3,4.0,518.39
5165,789.7,0.52,321,43.0,6.06,564.28
5166,798.7,1.68,480,61.4,4.55,573.82
5167,724.8,1.57,93,60.6,4.14,489.82
5168,742.5,1.08,217,44.1,5.95,527.66
5169,711.7,0.63,183,50.6,4.21,507.19
5170,693.6,1.57,297,48.3,5.13,503.29
5171,765.5,2.47,90,38.6,6.28,501.12
5172,686.3,2.29,27,53.9,6.18,455.99
5173,729.3,2.65,205,49.3,5.34,508.87
5174,700.2,0.52,300,38.9,3.83,511.78
5175,777.5,2.92,369,52.5,4.5,525.02
5176,840.1,1.35,365,51.1,7.42,589.4
5177,684.9,2.98,288,36.6,5.95,501.69
5178,657.3,1.13,472,36.6,4.77,497.87
5179,743.8,1.68,406,62.4,3.74,525.91
5180,750.8,1.38,471,65.3,3.1,537.03
5181,760.9,1.39,263,77.1,6.22,531.63
5182,727.7,2.61,151,34.4,6.24,492.44
5183,740.0,2.37,174,35.9,4.96,492.78
5184,768.4,2.98,14,32.6,4.59,459.16
5185,802.0,2.03,260,56.6,6.13,555.17
5186,652.2,1.66,159,61.1,3.52,443.12
5187,731.6,0.73,37,50.2,7.0,511.5
5188,760.7,2.99,246,69.9,5.74,505.41
5189,704.1,1.88,141,64.3,3.75,479.55
5190,836.6,2.25,315,79.3,5.79,574.54
5191,718.2,1.52,367,36.9,4.32,499.04
5192,747.9,1.87,294,32.9,3.66,497.14
5193,777.8,2.86,302,43.7,5.78,517.57
5194,720.4,0.92,172,31.0,3.9,498.38
5195,657.7,1.23,413,76.6,3.66,490.19
5196,728.6,0.88,428,45.2,5.48,542.66
5197,801.5,2.48,236,57.6,4.9,525.5
5198,733.2,0.66,477,45.9,6.01,556.55
5199,707.7,0.7,139,42.3,4.7,512.38
5200,796.3,1.25,381,37.6,4.61,547.12
5201,733.5,1.79,67,46.0,2.96,465.65
5202,724.5,1.52,155,60.8,5.5,507.4
5203,757.5,0.61,487,78.6,4.98,567.9
5204,788.5,2.89,371,57.9,6.19,537.2
5205,869.1,2.88,321,56.6,5.76,572.92
5206,791.4,1.2,131,31.8,5.33,534.94
5207,808.0,2.33,201,72.0,4.27,540.09
5208,724.7,1.95,254,32.2,4.58,492.35
5209,698.7,1.09,486,75.3,5.55,534.68
5210,753.1,1.16,112,56.9,4.95,503.46
5211,755.4,1.73,388,38.4,6.42,558.74
5212,696.1,1.55,445,52.6,6.31,533.43
5213,741.2,1.23,259,79.7,4.75,518.28
5214,770.0,2.52,31,45.3,5.09,480.22
5215,768.0,1.7,486,43.5,4.21,533.97
5216,775.2,2.14,69,35.9,4.9,494.85
5217,764.5,0.97,247,59.9,5.95,549.49
5218,724.6,1.83,403,34.5,4.46,528.97
5219,724.3,1.29,349,68.3,4.63,535.74
5220,690.1,1.82,393,76.0,3.83,502.33
5221,839.2,2.45,345,76.6,4.44,552.26
5222,750.7,2.42,143,35.4,5.61,499.8
5223,738.8,1.39,346,57.9,4.76,510.37
5224,703.6,2.24,271,34.9,3.85,469.11
5225,896.8,2.85,351,58.6,5.21,588.22
5226,696.3,2.06,347,70.7,4.95,512.58
5227,728.6,0.87,489,56.9,6.12,572.83
5228,770.8,2.2,421,73.6,4.86,542.96
5229,780.0,0.76,51,70.1,4.0,530.21
5230,797.9,2.68,83,43.8,5.96,506.58
5231,840.4,1.79,306,61.5,4.03,553.05
5232,775.3,1.46,328,30.4,3.7,528.47
5233,697.2,0.64,31,49.8,3.96,485.4
5234,737.2,1.45,229,41.9,4.39,514.65
5235,765.4,2.76,88,76.9,3.11,489.58
5236,853.4,0.55,244,50.3,3.27,570.7
5237,680.1,1.69,166,62.7,5.78,495.01
5238,810.1,2.83,336,66.6,4.83,540.4
5239,759.0,1.49,123,68.7,4.83,515.35
5240,791.9,1.57,299,66.8,4.94,575.25
5241,744.9,1.95,105,44.5,5.56,505.73
5242,707.9,1.66,139,64.3,4.18,482.14
5243,787.5,0.92,419,57.5,5.56,580.52
5244,782.7,0.55,118,59.9,5.11,525.98
5245,798.6,2.02,84,30.0,4.04,497.77
5246,749.3,2.8,482,42.9,5.61,529.41
5247,720.0,0.77,284,76.5,5.06,521.49
5248,672.1,1.03,390,44.5,3.95,516.2
5249,791.0,1.43,29,51.9,4.03,509.95
5250,771.2,2.52,170,39.3,5.48,511.9
5251,701.7,1.17,218,36.9,6.01,503.64
5252,723.1,2.71,381,40.4,5.28,493.92
5253,726.7,0.64,103,57.7,5.89,513.63
5254,675.9,2.85,91,76.0,6.23,460.05
5255,709.1,1.9,361,46.3,4.77,495.88
5256,693.3,2.15,113,46.2,5.16,476.3
5257,729.4,1.42,246,58.2,5.67,516.53
5258,713.1,2.45,269,47.8,3.85,463.3
5259,668.6,0.92,169,75.5,6.03,497.49
5260,851.1,0.62,412,48.9,6.36,609.61
5261,812.6,1.49,396,54.5,4.26,568.21
5262,711.0,2.63,495,56.7,7.87,542.17
5263,763.6,2.39,357,69.1,5.79,530.97
5264,770.9,1.79,70,58.2,4.85,509.21
5265,809.6,1.93,47,42.0,2.92,489.84
5266,709.1,0.82,127,36.2,4.91,499.87
5267,804.6,2.6,399,76.9,5.42,567.8
5268,722.6,2.47,321,70.1,5.31,484.5
5269,683.2,2.14,177,31.1,3.69,448.23
5270,786.2,1.67,386,71.1,4.34,554.37
5271,814.5,2.91,346,59.5,5.68,548.47
5272,879.4,2.7,371,55.9,5.59,594.21
5273,690.0,2.11,385,30.6,5.94,515.7
5274,784.9,1.43,78,69.0,5.12,531.15
5275,729.5,2.05,92,39.9,4.97,463.92
5276,789.2,1.94,244,66.4,5.51,537.12
5277,676.5,1.49,51,30.8,5.09,465.57
5278,686.9,1.27,108,69.8,3.47,469.7
5279,711.2,1.52,479,31.2,6.52,536.68
5280,753.9,1.93,481,41.8,5.92,561.17
5281,717.9,1.57,467,43.4,5.42,536.05
5282,783.0,1.16,139,37.9,3.63,509.44
5283,801.3,2.4,37,54.1,5.84,500.33
5284,780.0,1.83,242,44.2,4.56,539.6
5285,830.9,0.67,238,79.7,5.83,584.92
5286,770.8,1.42,126,59.0,5.55,517.94
5287,689.2,2.71,410,58.3,4.66,502.19
5288,818.2,2.39,335,41.0,6.05,538.18
5289,719.7,1.31,116,50.4,3.81,500.64
5290,795.5,2.85,388,36.2,5.06,539.96
5291,828.7,0.69,334,68.1,6.66,618.22
5292,772.8,2.9,304,46.6,5.49,525.39
5293,675.2,1.11,400,67.6,5.91,524.71
5294,704.1,0.52,169,48.6,5.08,498.61
5295,816.1,1.58,13,79.4,4.98,522.9
5296,741.5,1.4,158,38.6,3.78,481.01
5297,754.0,1.85,243,30.1,4.84,529.15
5298,787.9,2.49,263,59.7,5.67,533.21
5299,784.8,2.61,425,77.6,3.91,546.35
5300,763.9,1.5,257,62.4,4.04,532.33
5301,739.6,1.57,347,34.3,5.42,523.31
5302,734.4,0.87,362,57.0,5.83,536.65
5303,792.9,0.62,407,75.5,7.02,587.72
5304,777.7,2.1,79,30.3,4.73,480.25
5305,737.1,0.66,212,38.3,4.75,506.0
5306,804.1,2.33,311,70.7,5.83,556.8
5307,743.5,1.85,157,74.7,5.57,521.92
5308,707.4,1.0,230,65.4,4.74,507.63
5309,712.1,1.85,195,79.6,4.97,507.48
5310,701.1,0.96,364,34.5,4.37,520.02
5311,736.4,1.6,345,57.3,3.84,512.6
5312,811.7,2.5,57,64.2,4.86,522.84
5313,709.7,1.65,272,65.1,6.52,517.32
5314,759.4,0.87,305,69.7,4.28,534.8
5315,717.2,2.31,324,75.9,3.56,497.07
5316,737.0,0.97,301,48.1,4.0,505.15
5317,674.5,2.35,181,32.1,5.53,464.66
5318,739.0,1.7,373,48.1,5.43,506.91
5319,740.3,1.63,40,63.6,6.27,509.43
5320,777.0,2.63,179,40.7,6.06,500.42
5321,761.2,2.27,53,70.5,5.3,497.46
5322,690.1,0.58,436,41.0,5.65,547.28
5323,804.2,1.24,52,30.5,4.25,513.99
5324,760.5,2.68,440,55.4,5.69,518.1
5325,759.9,0.55,143,66.3,4.89,530.3
5326,749.5,1.86,358,47.5,5.85,531.38
5327,724.1,2.32,228,67.4,5.42,510.64
5328,760.9,2.05,459,51.9,4.53,537.08
5329,773.8,2.4,95,38.6,3.9,497.56
5330,662.7,2.31,260,34.5,4.5,466.0
5331,723.1,2.23,274,65.5,5.18,513.98
5332,737.3,2.55,20,49.3,4.18,462.86
5333,762.8,2.11,89,75.6,4.85,515.25
5334,809.7,1.51,118,57.0,6.09,536.77
5335,711.4,1.68,470,47.4,6.17,517.3
5336,725.1,2.29,127,47.4,5.48,474.66
5337,724.4,2.69,261,36.6,6.36,501.37
5338,709.9,1.18,27,59.7,3.73,474.33
5339,732.6,1.36,265,59.1,6.3,530.95
5340,788.5,2.83,254,70.0,3.64,523.48
5341,697.3,1.95,162,40.1,5.01,478.48
5342,771.4,0.95,106,44.5,4.19,515.64
5343,664.9,2.16,467,34.9,5.74,510.16
5344,721.9,2.98,195,44.8,3.43,447.14
5345,733.5,2.56,39,51.4,3.24,463.97
5346,833.7,2.36,124,78.2,4.35,544.33
5347,736.3,1.02,250,62.7,4.27,525.18
5348,639.9,2.69,266,69.1,4.43,457.61
5349,650.1,1.81,456,46.3,4.33,496.52
5350,751.7,2.72,362,37.2,5.69,497.11
5351,780.7,1.32,122,42.8,4.92,517.38
5352,768.8,0.66,344,42.8,6.55,550.73
5353,758.4,1.69,38,59.2,5.23,503.58
5354,808.1,1.17,331,47.1,5.88,557.53
5355,723.0,2.29,468,72.9,5.58,541.31
5356,794.7,2.89,446,79.4,4.1,538.32
5357,668.4,2.23,235,47.2,4.48,452.54
5358,704.8,2.72,253,65.3,5.99,484.52
5359,659.6,1.63,370,62.9,3.22,466.73
5360,736.3,2.43,28,39.7,5.49,474.48
5361,747.7,2.61,331,75.9,4.82,523.15
5362,755.7,2.28,121,40.0,4.26,480.15
5363,753.1,1.77,221,66.8,4.73,501.18
5364,703.6,2.06,242,47.4,6.62,502.74
5365,740.5,2.25,445,48.4,3.28,512.5
5366,675.1,1.13,168,52.8,3.78,467.35
5367,818.2,2.52,69,73.2,3.06,495.13
5368,734.8,2.88,382,37.0,4.56,514.11
5369,725.6,1.66,333,32.7,4.38,501.06
5370,829.4,2.25,102,50.1,5.16,513.69
5371,687.9,2.34,257,32.8,4.52,471.03
5372,693.7,2.16,167,64.4,5.45,487.5
5373,695.2,1.87,150,68.0,4.21,480.18
5374,746.6,2.7,408,72.7,7.1,526.96
5375,771.6,1.62,413,67.2,5.61,569.14
5376,787.0,0.65,427,75.8,5.52,583.61
5377,878.6,2.61,229,67.4,5.63,574.11
5378,637.5,2.18,413,76.8,3.95,503.03
5379,780.4,2.62,315,39.7,4.75,527.57
5380,722.1,0.85,98,55.0,4.8,504.23
5381,720.7,0.58,164,79.7,4.53,511.47
5382,719.0,2.84,423,64.1,4.65,507.21
5383,704.6,0.87,449,73.9,5.83,533.89
5384,834.2,2.52,242,31.5,4.94,537.34
5385,792.1,2.56,477,73.6,5.3,575.0
5386,751.2,2.27,202,64.9,3.31,496.85
5387,817.6,0.83,108,38.5,3.25,547.98
5388,674.4,2.17,448,31.3,4.06,492.32
5389,683.5,2.72,122,43.0,6.64,471.41
5390,641.1,1.56,116,75.8,7.01,476.17
5391,715.0,1.53,33,63.4,5.98,509.15
5392,758.1,1.61,290,76.0,4.61,525.33
5393,755.1,0.71,497,52.3,5.43,560.74
5394,757.5,2.73,446,76.8,6.26,537.04
5395,679.4,2.67,213,53.1,6.85,505.36
5396,790.2,2.99,20,40.2,3.85,477.39
5397,762.0,1.96,359,37.6,5.2,531.02
5398,786.7,2.38,325,79.7,4.68,542.22
5399,655.4,1.01,214,46.7,5.59,482.13
5400,765.6,2.17,440,38.0,5.05,529.56
5401,690.6,2.12,418,30.4,4.0,482.61
5402,730.1,2.75,34,44.3,5.39,459.81
5403,776.7,2.58,410,74.5,4.3,515.17
5404,754.6,2.85,149,56.7,4.96,491.62
5405,707.4,2.67,132,61.6,5.01,456.52
5406,750.3,2.67,445,76.1,6.69,552.37
5407,673.4,0.66,20,55.6,5.32,483.01
5408,807.5,2.61,275,71.9,4.91,530.91
5409,739.7,2.02,90,46.2,5.72,496.9
5410,805.9,1.45,453,78.9,4.12,577.28
5411,723.7,0.64,319,33.9,5.1,541.22
5412,723.8,2.19,118,66.2,5.63,487.53
5413,711.8,1.32,217,63.0,5.59,495.69
5414,793.8,1.67,328,39.6,4.47,530.36
5415,714.5,2.2,253,49.4,5.36,480.18
5416,782.2,2.78,285,45.6,5.68,528.94
5417,730.9,2.56,270,34.7,4.09,454.13
5418,651.2,1.63,306,59.2,4.4,467.49
