ID_Registro,Demanda_Historica_MesAnterior,Precio_Materia_Prima_USD,Capacidad_Almacen_Pct,Indice_Estacionalidad,Ordenes_Pendientes_Clientes,Demanda_Estimada_Unidades
4411,548.0,38.23,46.5,1.3,144,869.0
4412,479.0,38.6,62.1,1.47,92,688.0
4413,583.0,35.81,58.7,1.17,79,708.0
4414,377.0,29.38,85.2,1.11,130,726.0
4415,424.0,17.2,50.9,1.15,119,738.0
4416,503.0,38.89,34.1,1.02,65,574.0
4417,435.0,38.26,50.3,1.23,121,695.0
4418,483.0,38.97,46.7,1.17,54,581.0
4419,493.0,38.32,74.3,1.19,75,640.0
4420,509.0,44.24,49.4,0.88,101,682.0
4421,507.0,30.18,46.3,1.37,126,823.0
4422,442.0,36.52,42.0,1.19,29,478.0
4423,450.0,40.83,47.2,1.16,65,578.0
4424,665.0,25.0,79.4,1.07,134,900.0
4425,461.0,38.22,63.0,1.47,76,637.0
4426,670.0,43.99,33.3,1.11,117,886.0
4427,491.0,24.41,67.0,1.48,61,666.0
4428,544.0,39.27,35.8,1.2,78,659.0
4429,530.0,18.34,45.6,0.98,134,831.0
4430,456.0,18.62,59.2,1.07,57,574.0
4431,525.0,27.77,64.3,1.33,95,725.0
4432,523.0,35.49,51.5,1.02,45,563.0
4433,511.0,17.55,32.2,1.49,59,670.0
4434,482.0,27.91,47.3,1.04,126,781.0
4435,378.0,35.61,84.0,1.13,111,641.0
4436,380.0,22.99,35.5,1.26,127,760.0
4437,346.0,20.5,22.4,1.25,60,545.0
4438,581.0,29.85,69.0,1.43,50,663.0
4439,503.0,31.45,77.1,1.18,39,592.0
4440,539.0,15.83,65.6,1.08,80,713.0
4441,506.0,19.71,53.3,1.19,55,626.0
4442,526.0,44.79,25.7,1.48,50,576.0
4443,479.0,39.73,54.2,0.82,143,775.0
4444,519.0,24.69,67.8,0.94,140,852.0
4445,395.0,29.31,34.9,1.44,48,558.0
4446,534.0,19.95,80.5,1.4,33,610.0
4447,486.0,43.31,62.5,0.9,113,704.0
4448,521.0,38.1,58.8,1.06,94,674.0
4449,619.0,37.97,21.3,1.14,100,767.0
4450,555.0,17.45,88.4,0.84,138,855.0
4451,608.0,21.43,81.3,1.33,84,808.0
4452,520.0,19.91,91.6,0.89,108,776.0
4453,422.0,32.66,95.0,0.94,45,499.0
4454,492.0,15.52,80.7,1.1,25,529.0
4455,483.0,33.16,57.6,1.04,37,477.0
4456,358.0,42.0,52.8,0.83,54,451.0
4457,387.0,35.85,45.8,1.15,25,437.0
4458,538.0,18.44,57.4,0.89,65,678.0
4459,524.0,34.86,90.3,0.87,131,792.0
4460,463.0,21.7,91.1,0.81,80,615.0
4461,477.0,40.68,90.1,1.48,114,766.0
4462,480.0,29.91,32.6,1.45,111,748.0
4463,467.0,22.48,32.0,1.03,51,600.0
4464,562.0,37.85,77.4,1.01,136,807.0
4465,650.0,22.72,53.4,0.96,125,884.0
4466,546.0,17.07,36.3,1.05,40,581.0
4467,590.0,36.6,69.7,1.11,10,484.0
4468,411.0,26.74,93.2,0.87,55,509.0
4469,441.0,42.51,36.4,1.08,103,650.0
4470,545.0,31.27,69.1,1.28,73,686.0
4471,448.0,33.02,45.6,1.23,94,667.0
4472,620.0,42.89,82.8,0.84,110,762.0
4473,597.0,30.16,82.4,1.44,82,781.0
4474,575.0,23.56,93.5,0.87,38,583.0
4475,571.0,27.13,70.2,1.34,126,842.0
4476,544.0,16.21,54.2,0.92,98,729.0
4477,322.0,18.77,65.6,1.41,74,583.0
4478,507.0,21.54,48.0,1.01,104,733.0
4479,502.0,17.39,71.2,1.13,48,579.0
4480,538.0,19.45,75.4,1.43,121,867.0
4481,487.0,21.48,58.2,1.44,71,651.0
4482,566.0,21.68,55.1,1.19,107,798.0
4483,645.0,34.24,68.7,0.94,19,553.0
4484,596.0,25.17,33.5,1.35,67,732.0
4485,571.0,21.87,82.9,0.95,32,572.0
4486,460.0,24.75,28.2,1.33,37,561.0
4487,415.0,43.9,48.2,1.13,46,475.0
4488,571.0,21.59,67.8,1.37,65,724.0
4489,516.0,38.17,54.2,0.92,81,649.0
4490,522.0,35.11,79.6,1.0,57,595.0
4491,409.0,25.66,63.8,1.13,14,441.0
4492,674.0,40.94,58.9,1.2,29,614.0
4493,603.0,22.92,62.6,1.21,121,865.0
4494,554.0,41.64,88.1,1.45,57,654.0
4495,570.0,31.04,55.6,1.26,107,805.0
4496,596.0,33.61,74.3,1.07,83,734.0
4497,612.0,36.61,31.9,1.42,53,679.0
4498,521.0,41.92,25.6,1.26,73,646.0
4499,474.0,20.46,33.8,0.88,128,780.0
4500,538.0,18.38,35.4,0.99,83,676.0
4501,429.0,29.55,49.4,1.09,11,405.0
4502,582.0,29.36,86.4,0.8,115,800.0
4503,529.0,36.44,37.4,1.13,125,791.0
4504,647.0,43.58,39.7,0.84,117,781.0
4505,466.0,37.08,38.3,0.89,63,547.0
4506,476.0,42.45,92.1,1.11,48,535.0
4507,596.0,24.44,92.6,1.25,47,665.0
4508,270.0,39.6,92.0,0.88,58,386.0
4509,552.0,26.7,40.1,0.85,55,630.0
4510,324.0,28.65,41.4,1.32,124,734.0
4511,433.0,16.52,45.2,1.49,58,646.0
4512,499.0,19.89,83.9,1.1,109,752.0
4513,457.0,44.63,33.5,1.39,149,822.0
4514,356.0,39.57,61.9,1.05,93,576.0
4515,605.0,20.74,58.8,0.95,89,751.0
4516,561.0,31.53,83.2,1.48,18,525.0
4517,467.0,16.69,65.1,1.28,49,580.0
4518,542.0,23.02,24.2,1.34,112,791.0
4519,629.0,21.48,79.8,0.83,28,604.0
4520,504.0,40.48,36.6,1.34,141,818.0
4521,545.0,35.9,25.2,1.46,72,710.0
4522,544.0,30.97,72.9,1.18,70,652.0
4523,496.0,24.41,70.3,1.48,51,634.0
4524,573.0,39.86,78.4,0.98,93,721.0
4525,503.0,18.47,87.7,0.96,85,684.0
4526,462.0,15.23,21.7,0.8,129,777.0
4527,512.0,36.08,53.5,1.25,75,647.0
4528,523.0,43.93,59.8,0.91,22,458.0
4529,569.0,34.35,85.9,1.33,128,869.0
4530,495.0,41.87,87.3,1.18,35,502.0
4531,492.0,38.3,74.3,1.38,15,482.0
4532,707.0,42.2,58.4,0.85,101,795.0
4533,388.0,39.57,60.3,0.91,129,673.0
4534,480.0,21.73,50.9,0.94,62,581.0
4535,523.0,21.8,25.3,1.21,78,696.0
4536,538.0,38.58,82.7,1.06,66,663.0
4537,532.0,16.44,48.6,0.94,63,630.0
4538,494.0,23.58,77.3,1.44,47,622.0
4539,493.0,28.63,92.6,1.02,142,801.0
4540,493.0,44.86,82.7,0.81,96,625.0
4541,506.0,36.9,20.3,1.35,101,714.0
4542,601.0,38.34,25.4,0.86,141,853.0
4543,504.0,32.18,78.1,0.97,15,453.0
4544,471.0,21.4,88.0,1.46,133,844.0
4545,448.0,21.93,37.3,1.32,50,583.0
4546,514.0,17.91,40.7,0.86,79,647.0
4547,482.0,31.67,64.8,0.8,134,754.0
4548,666.0,27.02,81.0,0.91,118,857.0
4549,351.0,35.63,85.4,1.35,15,364.0
4550,440.0,31.13,70.8,1.27,22,482.0
4551,581.0,26.77,32.0,1.5,98,827.0
4552,414.0,33.53,46.8,0.84,35,414.0
4553,340.0,30.93,43.8,1.17,77,561.0
4554,542.0,31.71,63.9,1.24,88,719.0
4555,484.0,32.26,59.4,1.23,22,485.0
4556,470.0,33.73,44.6,1.14,135,801.0
4557,426.0,33.91,56.0,1.05,140,778.0
4558,510.0,32.31,76.1,0.84,14,444.0
4559,549.0,37.73,31.2,0.84,95,665.0
4560,606.0,42.35,76.4,1.1,131,848.0
4561,576.0,39.7,94.6,0.88,67,605.0
4562,482.0,20.2,79.3,1.44,100,769.0
4563,594.0,37.52,36.3,1.19,109,810.0
4564,582.0,34.27,35.7,1.5,61,699.0
4565,584.0,19.13,50.1,1.08,61,668.0
4566,505.0,27.28,69.9,0.87,139,798.0
4567,516.0,37.78,68.1,0.86,79,643.0
4568,458.0,15.4,66.1,1.21,54,612.0
4569,650.0,44.01,46.9,0.99,97,723.0
4570,507.0,40.89,28.6,0.83,15,425.0
4571,414.0,27.17,33.0,1.09,70,613.0
4572,562.0,19.07,82.9,0.8,24,539.0
4573,535.0,18.61,81.5,1.06,91,757.0
4574,459.0,25.08,44.8,1.09,58,572.0
4575,451.0,21.59,66.7,1.46,134,827.0
4576,485.0,17.98,67.0,0.86,107,707.0
4577,446.0,36.22,63.0,1.2,118,728.0
4578,351.0,42.91,40.2,1.31,40,450.0
4579,464.0,33.83,70.5,1.39,99,705.0
4580,432.0,15.35,80.0,1.49,123,846.0
4581,572.0,37.15,94.4,0.81,91,672.0
4582,579.0,16.24,34.0,1.43,39,669.0
4583,437.0,17.13,52.4,0.97,24,464.0
4584,563.0,32.66,76.8,1.42,53,661.0
4585,425.0,22.52,38.3,1.15,44,529.0
4586,488.0,44.39,68.0,1.49,15,475.0
4587,434.0,39.87,80.7,0.82,109,629.0
4588,529.0,34.79,63.2,0.9,136,784.0
4589,557.0,27.24,21.8,0.87,44,545.0
4590,379.0,38.63,57.3,0.94,107,608.0
4591,457.0,25.27,78.9,0.85,51,508.0
4592,520.0,36.72,76.0,0.87,84,646.0
4593,466.0,25.57,78.3,1.19,125,800.0
4594,581.0,27.2,94.2,0.92,53,631.0
4595,378.0,41.81,86.9,0.99,30,404.0
4596,490.0,16.58,92.1,1.34,46,594.0
4597,541.0,16.23,34.3,1.06,129,835.0
4598,427.0,38.68,83.2,0.96,134,736.0
4599,490.0,24.38,56.5,0.87,77,623.0
4600,492.0,38.16,55.8,1.28,50,607.0
4601,426.0,36.25,39.1,1.32,31,489.0
4602,507.0,22.04,40.2,0.87,146,852.0
4603,425.0,42.13,39.1,0.92,85,614.0
4604,438.0,24.29,65.6,0.9,37,476.0
4605,288.0,23.48,25.6,1.22,82,532.0
4606,550.0,42.41,62.8,1.29,80,675.0
4607,471.0,40.65,57.1,1.46,88,696.0
4608,366.0,35.69,61.3,1.2,131,695.0
4609,400.0,38.81,68.6,0.93,89,575.0
4610,442.0,42.8,33.3,1.31,44,522.0
4611,552.0,17.97,21.1,1.39,109,825.0
4612,505.0,16.42,67.7,1.08,24,532.0
4613,542.0,15.37,63.3,1.14,63,665.0
4614,371.0,21.97,72.1,0.91,54,502.0
4615,444.0,29.01,35.8,0.86,88,619.0
4616,558.0,27.05,32.7,1.07,113,823.0
4617,338.0,18.57,35.8,1.08,104,657.0
4618,468.0,37.34,26.6,0.89,32,469.0
4619,478.0,36.39,41.3,1.0,124,712.0
4620,452.0,23.62,92.4,0.93,102,677.0
4621,436.0,43.71,71.9,1.02,92,611.0
4622,440.0,37.43,41.0,0.89,61,499.0
4623,439.0,36.36,55.7,1.42,91,666.0
4624,405.0,18.56,31.7,1.03,24,460.0
4625,538.0,23.68,76.3,1.01,79,689.0
4626,431.0,28.96,64.5,1.47,67,623.0
4627,482.0,21.15,73.2,0.95,48,588.0
4628,623.0,38.27,70.9,1.35,95,789.0
4629,662.0,37.53,77.9,1.1,45,641.0
4630,768.0,33.49,24.0,1.26,72,844.0
4631,468.0,28.62,40.7,1.32,114,769.0
4632,525.0,29.01,52.8,1.42,147,897.0
4633,534.0,40.91,33.7,0.81,40,526.0
4634,467.0,15.5,81.4,1.42,103,773.0
4635,475.0,34.28,84.8,0.93,30,482.0
4636,561.0,24.56,34.5,0.98,135,833.0
4637,515.0,27.98,91.5,1.46,35,563.0
4638,664.0,42.23,86.7,1.48,83,801.0
4639,515.0,34.74,51.5,0.98,122,754.0
4640,536.0,25.0,50.6,1.48,82,726.0
4641,489.0,18.45,21.4,1.25,145,875.0
4642,495.0,37.07,70.8,0.8,43,496.0
4643,594.0,21.76,22.0,1.27,31,622.0
4644,475.0,32.5,82.6,0.82,106,671.0
4645,646.0,43.95,88.2,1.37,76,736.0
4646,484.0,36.66,86.1,1.34,76,637.0
4647,488.0,19.93,57.4,1.23,115,778.0
4648,556.0,34.38,66.0,1.47,113,828.0
4649,481.0,41.8,82.3,1.17,121,745.0
4650,556.0,30.66,27.2,1.34,78,742.0
4651,492.0,40.26,36.4,1.37,82,658.0
4652,452.0,26.7,39.7,1.36,145,837.0
4653,587.0,39.86,94.1,1.46,139,877.0
4654,629.0,21.17,79.8,1.15,64,735.0
4655,480.0,15.51,34.0,1.26,25,536.0
4656,614.0,43.49,74.5,0.86,74,627.0
4657,527.0,20.04,60.3,1.11,74,684.0
4658,506.0,26.98,85.7,1.4,130,828.0
4659,643.0,42.99,27.8,1.22,73,707.0
4660,474.0,35.53,26.0,1.42,120,757.0
4661,530.0,20.13,35.9,1.49,142,911.0
4662,445.0,34.08,28.7,1.36,107,710.0
4663,474.0,17.94,21.0,0.9,118,728.0
4664,528.0,15.99,33.4,0.85,116,777.0
4665,504.0,41.23,68.3,1.03,90,663.0
4666,653.0,23.41,32.9,1.05,80,768.0
4667,585.0,30.66,31.8,1.26,40,614.0
4668,453.0,21.35,72.1,1.03,96,691.0
4669,544.0,33.43,80.0,1.16,44,572.0
4670,511.0,34.56,68.1,0.97,126,764.0
4671,437.0,30.55,87.6,0.98,55,518.0
4672,515.0,17.13,57.8,0.96,83,718.0
4673,518.0,16.56,76.4,1.33,19,539.0
4674,419.0,33.43,92.9,1.5,41,542.0
4675,627.0,22.31,41.1,1.12,28,608.0
4676,596.0,39.85,28.4,1.19,144,891.0
4677,444.0,23.91,42.4,1.31,97,707.0
4678,415.0,34.1,47.7,0.88,20,411.0
4679,454.0,38.76,54.0,0.81,18,414.0
4680,628.0,22.37,62.5,1.03,10,514.0
4681,523.0,32.1,58.4,1.13,12,470.0
4682,468.0,33.87,21.7,1.25,19,439.0
4683,511.0,32.42,23.8,1.38,38,573.0
4684,417.0,25.13,57.3,0.81,65,515.0
4685,476.0,43.46,80.3,1.47,85,676.0
4686,701.0,28.24,80.9,1.29,110,917.0
4687,406.0,17.75,72.2,1.15,107,709.0
4688,676.0,24.43,61.6,0.97,84,796.0
4689,529.0,33.77,68.7,1.23,15,504.0
4690,441.0,27.07,22.0,1.18,65,584.0
4691,341.0,32.27,73.3,0.89,59,460.0
4692,359.0,41.17,26.2,1.01,65,471.0
4693,458.0,30.69,94.8,1.25,95,705.0
4694,518.0,44.62,66.2,0.96,30,470.0
4695,541.0,43.81,74.2,0.89,21,462.0
4696,508.0,38.9,34.2,0.98,12,425.0
4697,559.0,33.93,62.1,1.13,148,887.0
4698,457.0,19.78,88.5,1.44,145,831.0
4699,474.0,37.81,69.5,1.26,149,845.0
4700,533.0,19.77,41.1,0.83,79,645.0
4701,423.0,36.0,57.9,1.12,54,562.0
4702,638.0,44.42,48.8,0.89,96,746.0
4703,519.0,19.72,33.6,1.41,23,594.0
4704,537.0,16.19,29.7,0.91,41,565.0
4705,489.0,21.96,93.3,1.27,119,786.0
4706,560.0,37.46,35.3,1.19,79,707.0
4707,379.0,38.65,60.4,1.22,32,429.0
4708,362.0,25.89,85.2,1.03,145,756.0
4709,502.0,17.15,29.2,0.84,134,815.0
4710,562.0,21.12,63.1,1.47,81,776.0
4711,491.0,15.63,33.6,0.99,110,745.0
4712,385.0,19.62,74.9,1.15,92,666.0
4713,463.0,30.19,27.0,1.13,77,640.0
4714,502.0,23.05,91.9,1.42,43,609.0
4715,527.0,20.1,93.6,0.92,122,764.0
4716,566.0,31.69,28.2,1.49,72,708.0
4717,623.0,33.78,34.3,0.85,130,834.0
4718,577.0,38.38,35.7,1.15,68,652.0
4719,522.0,16.43,42.4,1.15,48,608.0
4720,632.0,44.64,83.6,1.48,99,817.0
4721,538.0,33.11,67.6,0.92,103,728.0
4722,520.0,33.44,73.6,0.9,22,475.0
4723,531.0,23.58,41.5,1.21,62,667.0
4724,306.0,35.34,73.2,0.84,125,591.0
4725,544.0,16.61,50.5,1.12,42,615.0
4726,720.0,38.41,42.2,1.25,135,927.0
4727,461.0,26.05,39.3,0.91,69,598.0
4728,474.0,37.41,24.2,1.1,70,592.0
4729,439.0,16.52,21.9,1.49,50,603.0
4730,459.0,41.15,84.5,1.4,114,721.0
4731,425.0,27.28,75.0,0.96,77,597.0
4732,681.0,36.82,31.4,1.06,107,796.0
4733,484.0,16.0,38.7,0.82,51,553.0
4734,496.0,19.87,86.1,1.1,65,637.0
4735,439.0,32.57,70.5,1.22,69,588.0
4736,456.0,44.34,26.4,1.13,47,516.0
4737,574.0,15.3,74.9,1.04,66,680.0
4738,382.0,43.21,72.3,1.33,125,692.0
4739,475.0,37.06,55.5,1.0,66,570.0
4740,491.0,37.59,33.9,1.5,143,861.0
4741,671.0,34.37,54.3,1.18,137,939.0
4742,454.0,15.3,54.3,1.45,80,706.0
4743,580.0,17.42,74.3,1.02,79,721.0
4744,452.0,23.78,94.0,1.01,109,694.0
4745,502.0,21.86,65.4,1.25,16,511.0
4746,472.0,21.14,20.0,1.05,41,536.0
4747,512.0,23.87,82.8,1.3,103,775.0
4748,439.0,18.22,52.6,1.21,58,595.0
4749,513.0,21.32,23.6,1.32,87,716.0
4750,442.0,44.46,31.4,1.39,147,830.0
4751,651.0,27.9,44.6,1.35,40,673.0
4752,416.0,27.87,29.7,1.2,96,659.0
4753,446.0,38.93,34.9,1.1,136,749.0
4754,617.0,16.7,23.7,0.99,65,710.0
4755,436.0,32.55,37.7,0.9,72,570.0
4756,422.0,34.37,60.4,1.37,30,480.0
4757,456.0,29.88,46.7,1.08,75,624.0
4758,532.0,19.71,66.8,1.35,130,859.0
4759,484.0,32.03,41.1,0.93,110,712.0
4760,520.0,17.25,75.9,0.97,70,657.0
4761,483.0,32.87,35.2,1.19,32,528.0
4762,428.0,35.64,65.1,1.23,56,552.0
4763,391.0,34.29,64.1,0.91,107,643.0
4764,515.0,36.4,83.4,0.87,71,606.0
4765,573.0,43.24,88.9,1.27,118,809.0
4766,394.0,24.28,81.3,1.26,133,783.0
4767,503.0,42.72,24.8,0.96,93,674.0
4768,520.0,44.35,35.2,0.92,129,765.0
4769,590.0,32.72,88.9,1.0,18,516.0
4770,429.0,43.86,63.9,0.97,33,426.0
4771,566.0,23.76,44.5,1.03,132,826.0
4772,525.0,18.39,49.9,1.43,113,820.0
4773,345.0,19.93,48.9,0.99,111,657.0
4774,508.0,43.87,82.9,1.41,117,791.0
4775,578.0,42.88,28.1,1.49,54,662.0
4776,486.0,20.01,24.6,0.87,92,671.0
4777,603.0,24.02,43.5,0.82,113,788.0
4778,509.0,30.96,54.8,1.14,126,776.0
4779,545.0,16.76,88.3,1.2,149,897.0
4780,645.0,27.65,88.3,1.32,114,895.0
4781,520.0,21.28,40.2,1.4,107,780.0
4782,551.0,26.92,30.8,1.02,90,716.0
4783,566.0,30.75,93.0,0.91,64,635.0
4784,503.0,23.26,81.8,1.12,124,783.0
4785,496.0,43.31,31.6,1.41,105,737.0
4786,530.0,44.52,54.5,1.03,137,796.0
4787,475.0,29.35,26.2,1.42,88,719.0
4788,519.0,17.48,92.2,0.96,99,737.0
4789,548.0,23.75,28.5,1.22,11,514.0
4790,449.0,36.27,62.9,0.92,89,643.0
4791,524.0,42.56,41.1,0.84,36,492.0
4792,606.0,44.56,49.0,1.43,114,825.0
4793,552.0,24.33,30.6,1.05,84,715.0
4794,503.0,29.37,76.0,1.28,31,550.0
4795,552.0,35.7,31.3,0.97,69,631.0
4796,503.0,41.88,52.9,1.17,131,796.0
4797,611.0,28.0,39.2,1.45,52,691.0
4798,586.0,43.73,28.5,1.01,55,607.0
4799,544.0,30.01,36.4,0.89,18,487.0
4800,446.0,34.41,68.6,1.45,140,807.0
4801,534.0,30.95,28.9,1.23,115,782.0
4802,473.0,41.25,54.8,0.9,129,704.0
4803,503.0,32.56,42.3,0.96,120,757.0
4804,558.0,35.79,68.8,1.26,105,784.0
4805,612.0,36.27,94.6,1.05,127,828.0
4806,424.0,42.59,43.0,0.83,84,575.0
4807,563.0,43.01,80.4,1.45,19,547.0
4808,270.0,18.15,50.8,1.36,146,762.0
4809,594.0,41.42,21.7,1.14,18,526.0
4810,397.0,34.44,48.8,0.93,102,609.0
4811,474.0,28.34,81.5,1.36,64,612.0
4812,463.0,27.36,85.4,0.81,141,779.0
4813,620.0,19.35,35.1,0.8,64,663.0
4814,648.0,30.32,68.3,1.16,62,741.0
4815,519.0,16.64,84.9,1.33,75,705.0
4816,613.0,42.89,80.8,1.37,23,567.0
4817,408.0,38.63,32.0,1.23,138,777.0
4818,325.0,32.42,90.9,1.34,118,689.0
4819,579.0,20.56,25.9,0.97,28,557.0
4820,483.0,24.62,91.5,0.95,62,554.0
4821,492.0,34.51,30.1,1.46,50,585.0
4822,575.0,26.61,88.3,0.92,18,514.0
4823,471.0,43.25,92.2,1.09,111,687.0
4824,493.0,31.71,58.3,1.41,137,864.0
4825,677.0,23.34,80.5,1.34,108,886.0
4826,500.0,21.9,32.1,1.12,107,745.0
4827,414.0,35.41,26.6,1.32,53,529.0
4828,520.0,27.4,86.5,1.29,81,700.0
4829,497.0,27.65,50.9,1.24,30,549.0
4830,416.0,33.15,79.2,0.96,85,581.0
4831,510.0,23.94,71.0,1.18,112,755.0
4832,509.0,16.7,69.0,1.11,26,521.0
4833,707.0,32.29,22.5,1.37,52,745.0
4834,575.0,24.36,63.6,0.98,40,609.0
4835,393.0,29.54,58.7,1.46,23,469.0
4836,492.0,35.61,28.5,1.14,38,511.0
4837,514.0,36.12,92.0,1.22,100,745.0
4838,473.0,20.51,73.7,1.04,86,658.0
4839,534.0,18.85,53.4,1.46,22,576.0
4840,512.0,24.15,33.0,0.81,58,585.0
4841,472.0,44.76,42.9,0.97,73,589.0
4842,530.0,39.8,81.7,0.85,118,762.0
4843,539.0,34.4,83.5,1.17,121,793.0
4844,441.0,35.85,35.7,1.13,135,761.0
4845,500.0,21.85,65.1,0.93,28,518.0
4846,488.0,29.37,57.2,0.95,97,682.0
4847,416.0,32.67,41.9,1.13,86,640.0
4848,432.0,26.43,61.5,1.31,53,538.0
4849,436.0,34.67,52.5,1.15,111,710.0
4850,482.0,18.32,49.7,1.41,40,586.0
4851,506.0,43.82,22.4,1.47,38,554.0
4852,594.0,32.19,58.4,0.88,105,777.0
4853,385.0,33.22,26.4,1.16,75,574.0
4854,430.0,26.01,57.3,1.45,89,673.0
4855,519.0,36.24,41.2,1.28,58,615.0
4856,423.0,39.37,53.5,0.98,96,638.0
4857,639.0,25.61,74.1,1.14,100,816.0
4858,520.0,18.94,76.5,0.81,20,512.0
4859,501.0,35.12,57.6,0.97,144,808.0
4860,490.0,39.83,20.9,0.83,81,583.0
4861,462.0,17.71,75.9,1.28,47,597.0
4862,480.0,18.16,40.8,1.1,113,757.0
4863,431.0,39.3,71.8,1.06,140,761.0
4864,504.0,32.12,32.0,1.24,24,511.0
4865,492.0,17.96,53.6,1.37,101,767.0
4866,445.0,34.03,71.8,1.33,46,526.0
4867,496.0,33.68,44.0,1.25,55,577.0
4868,581.0,39.55,34.7,1.31,121,829.0
4869,520.0,19.7,65.5,0.89,141,838.0
4870,624.0,28.3,24.1,1.01,149,918.0
4871,483.0,29.58,84.3,1.15,59,616.0
4872,522.0,15.41,91.2,1.31,69,714.0
4873,538.0,37.17,94.3,1.42,128,854.0
4874,448.0,31.22,94.5,1.03,20,448.0
4875,490.0,20.68,69.4,0.84,99,687.0
4876,477.0,30.93,63.2,1.34,16,506.0
4877,460.0,23.17,77.0,1.46,101,746.0
4878,649.0,26.04,22.6,1.15,123,874.0
4879,653.0,36.43,36.0,0.82,139,860.0
4880,533.0,41.91,47.6,1.23,15,497.0
4881,486.0,20.93,25.1,1.25,13,491.0
4882,554.0,21.46,27.4,1.33,127,861.0
4883,436.0,37.53,66.5,1.45,87,647.0
4884,313.0,38.21,63.5,1.14,35,406.0
4885,573.0,31.94,73.5,0.85,20,489.0
4886,525.0,28.09,37.2,1.1,66,627.0
4887,432.0,17.42,64.5,1.46,102,720.0
4888,648.0,20.18,61.6,1.21,48,687.0
4889,511.0,21.47,76.5,1.29,145,871.0
4890,409.0,15.13,60.9,1.03,38,510.0
4891,521.0,38.03,27.8,1.29,47,560.0
4892,422.0,35.49,74.2,1.39,80,602.0
4893,492.0,42.65,43.5,1.21,146,830.0
4894,527.0,41.3,78.0,1.26,105,731.0
4895,432.0,39.4,63.8,1.11,110,661.0
4896,482.0,39.25,72.5,0.83,17,442.0
4897,552.0,24.58,32.0,0.85,128,801.0
4898,528.0,20.29,44.8,0.84,128,813.0
4899,511.0,40.28,69.3,1.24,120,759.0
4900,482.0,39.84,43.4,1.32,90,649.0
4901,711.0,16.61,40.2,1.1,113,914.0
4902,446.0,32.92,55.9,1.14,127,750.0
4903,585.0,33.68,45.7,1.33,40,638.0
4904,524.0,29.85,30.6,1.17,122,792.0
4905,552.0,43.48,60.1,1.23,85,724.0
4906,381.0,33.02,71.4,1.0,80,567.0
4907,497.0,32.66,56.0,0.91,37,491.0
4908,439.0,20.1,76.3,0.83,118,700.0
4909,426.0,37.3,34.9,0.82,98,625.0
4910,441.0,38.65,78.8,0.84,121,669.0
4911,393.0,24.28,42.7,1.47,101,697.0
4912,453.0,43.67,44.8,1.29,43,504.0
4913,647.0,37.2,73.5,1.42,61,729.0
4914,473.0,30.01,52.2,1.43,55,617.0
4915,552.0,35.99,50.2,1.44,124,824.0
4916,669.0,30.21,75.4,1.2,139,939.0
4917,412.0,37.0,45.2,1.45,108,749.0
4918,516.0,39.44,40.1,1.44,91,707.0
4919,548.0,30.51,32.9,1.16,79,693.0
4920,509.0,36.47,91.6,1.43,110,779.0
4921,566.0,15.85,33.7,1.09,121,846.0
4922,522.0,15.55,32.0,0.83,76,650.0
4923,435.0,36.6,69.6,1.45,54,562.0
4924,540.0,16.27,28.8,0.91,82,708.0
4925,435.0,20.39,30.8,1.03,121,749.0
4926,400.0,39.28,22.5,1.21,72,544.0
4927,431.0,27.0,40.2,1.06,39,504.0
4928,479.0,37.16,57.2,1.34,81,656.0
4929,573.0,39.61,50.5,1.38,34,581.0
4930,460.0,36.27,25.4,1.35,50,565.0
4931,511.0,17.12,68.9,0.81,54,595.0
4932,463.0,33.91,88.2,1.32,17,488.0
4933,465.0,40.01,83.4,1.32,56,559.0
4934,508.0,20.1,21.2,1.04,60,613.0
4935,414.0,25.26,74.4,1.11,45,514.0
4936,534.0,20.59,66.5,0.89,81,681.0
4937,492.0,28.52,72.5,1.22,137,839.0
4938,460.0,42.42,21.9,0.98,37,461.0
4939,578.0,32.0,53.8,1.13,19,520.0
4940,532.0,32.2,91.3,1.05,147,849.0
4941,308.0,30.45,90.8,1.3,36,462.0
4942,564.0,39.49,76.2,1.44,84,733.0
4943,469.0,41.86,78.8,1.26,37,491.0
4944,557.0,15.84,43.6,1.28,43,632.0
4945,618.0,36.41,94.1,1.27,62,686.0
4946,484.0,28.92,20.1,1.42,13,501.0
4947,399.0,39.26,60.0,1.46,28,496.0
4948,582.0,19.62,78.2,1.18,125,838.0
4949,481.0,44.06,43.7,1.15,71,609.0
4950,550.0,40.13,65.7,1.47,132,831.0
4951,474.0,33.84,65.6,1.28,52,573.0
4952,426.0,35.33,34.8,1.17,146,775.0
4953,536.0,27.25,64.6,1.11,20,499.0
4954,517.0,41.98,54.5,1.11,62,619.0
4955,514.0,29.0,66.7,1.01,74,646.0
4956,416.0,16.0,74.6,0.82,107,700.0
4957,492.0,15.66,87.8,0.96,107,754.0
4958,464.0,15.97,65.7,1.35,129,831.0
4959,436.0,32.01,87.9,0.84,68,562.0
4960,509.0,31.41,74.3,1.41,120,820.0
4961,351.0,43.24,93.7,1.46,61,539.0
4962,502.0,27.29,75.0,1.03,90,671.0
4963,400.0,16.91,55.0,1.31,27,481.0
4964,383.0,42.43,42.7,1.26,124,673.0
4965,580.0,26.58,47.5,1.35,26,587.0
4966,453.0,43.44,80.1,1.12,69,567.0
