ID_Proceso,Presion_Hidraulica_Bar,Vibracion_Husillo_mm_s,Temperatura_Refrigerante_C,Piezas_Procesadas_Herramienta,Velocidad_Corte_RPM,Desgaste_Herramienta_Micras
4282,153.5,2.33,47.6,231,3216,68.11
4283,155.6,3.37,49.6,1865,3291,158.44
4284,142.0,0.68,48.1,915,1860,75.14
4285,138.6,3.95,31.3,1778,3280,141.72
4286,158.6,4.19,34.8,1305,2050,125.56
4287,136.9,1.81,46.5,1674,2500,122.15
4288,164.3,5.69,43.1,1873,1626,162.24
4289,139.1,5.55,33.4,1992,1213,155.56
4290,139.9,2.15,47.1,1124,1978,100.21
4291,147.9,3.53,46.0,671,2732,100.54
4292,150.4,4.36,43.8,125,1252,64.88
4293,140.4,0.99,35.6,1224,3119,103.2
4294,174.7,4.38,38.5,401,2033,84.98
4295,142.9,4.77,48.6,1185,2922,127.96
4296,154.5,2.98,48.2,1673,1850,129.7
4297,141.4,3.49,54.4,694,2800,102.64
4298,132.3,0.93,49.5,1033,3185,92.71
4299,132.8,2.25,37.7,248,2386,57.66
4300,151.4,5.06,46.6,396,3077,97.09
4301,162.1,1.66,49.0,483,3234,68.95
4302,181.0,5.87,29.7,1419,2420,134.5
4303,127.1,5.84,48.1,1709,2114,152.62
4304,150.3,2.7,50.8,1462,2299,123.02
4305,160.4,1.97,42.7,1841,1535,124.0
4306,138.0,2.68,50.5,889,1382,88.5
4307,158.5,5.94,54.1,1529,3266,155.16
4308,138.8,1.13,59.8,544,1891,72.81
4309,143.5,1.38,46.2,100,2001,42.99
4310,149.4,4.75,35.7,623,2910,93.13
4311,163.3,2.93,41.7,308,1228,54.99
4312,148.9,4.94,55.9,329,2663,87.19
4313,167.5,0.56,44.2,896,1777,77.06
4314,130.3,2.97,48.0,172,1770,61.94
4315,149.0,3.05,47.4,1675,3175,137.1
4316,182.1,2.54,38.2,554,3019,81.75
4317,152.0,2.46,66.5,1427,2243,122.7
4318,162.1,2.25,32.1,1202,1952,99.11
4319,150.2,0.68,52.5,1107,1873,85.21
4320,173.0,3.71,49.6,1548,1969,129.12
4321,135.1,3.37,40.2,1409,1423,118.98
4322,162.5,0.69,25.1,1883,1609,110.2
4323,145.6,3.39,42.3,1750,1214,130.69
4324,147.7,3.47,35.1,877,1792,96.73
4325,143.0,0.69,46.7,605,3334,78.37
4326,138.3,5.93,56.8,1908,3490,179.4
4327,149.9,0.93,50.9,754,2662,76.91
4328,149.8,3.78,33.8,764,1602,84.63
4329,170.0,4.54,58.7,1660,1621,138.61
4330,154.3,1.14,45.7,421,1223,50.1
4331,176.3,3.05,55.5,1332,3308,119.52
4332,161.8,5.31,49.7,1886,3013,166.85
4333,143.5,3.44,44.2,981,2138,103.35
4334,134.7,3.47,42.9,1492,1805,117.88
4335,162.7,4.97,48.6,1539,3430,152.73
4336,151.9,5.59,38.6,947,2490,119.14
4337,115.7,5.75,46.6,74,1879,85.18
4338,146.8,3.29,53.9,1522,2911,137.13
4339,151.8,1.73,43.6,865,2854,85.36
4340,167.1,2.43,41.0,692,1236,67.11
4341,157.8,0.98,39.9,557,1231,57.26
4342,158.2,1.6,50.7,710,2007,75.35
4343,176.6,0.52,37.5,1839,3081,117.04
4344,137.5,2.72,53.1,156,3376,70.79
4345,149.2,2.2,45.4,514,2480,76.12
4346,131.3,2.27,47.0,766,2163,89.02
4347,126.8,3.02,53.6,1018,1519,102.6
4348,154.4,2.37,35.7,1619,3005,126.37
4349,144.5,5.9,49.4,1473,2994,150.13
4350,159.7,2.25,38.6,1579,2809,119.28
4351,158.9,2.37,35.5,1737,1708,123.31
4352,150.9,0.69,37.9,1556,2547,112.73
4353,139.9,5.09,49.2,643,2175,98.95
4354,193.4,0.72,42.2,920,2883,81.11
4355,153.7,3.65,50.2,1969,2951,162.69
4356,150.6,0.84,55.5,1838,2113,122.43
4357,110.1,4.11,49.8,874,3317,117.58
4358,141.4,3.76,54.6,1849,2626,147.35
4359,143.3,5.75,36.2,148,1963,81.36
4360,152.0,5.58,31.5,81,3106,74.13
4361,128.8,1.47,46.9,159,1448,48.62
4362,170.2,1.87,39.9,1427,1950,102.39
4363,134.5,5.97,52.6,1775,2919,170.91
4364,144.3,0.87,41.0,1885,1675,118.39
4365,155.1,3.76,44.4,1363,2140,122.09
4366,156.8,1.7,47.1,492,2809,74.89
4367,178.7,2.02,56.5,1644,1639,123.8
4368,158.3,3.76,52.4,1891,2685,155.65
4369,140.2,2.34,64.3,1895,2302,139.22
4370,144.9,5.17,38.6,1523,2331,145.87
4371,141.4,3.68,56.9,1700,1596,145.55
4372,138.6,3.25,50.9,1191,3268,117.95
4373,162.9,4.48,42.4,823,1729,102.2
4374,135.6,1.25,44.4,728,3375,84.59
4375,126.9,3.64,45.4,628,1881,92.74
4376,147.0,2.17,58.4,546,2342,79.85
4377,128.8,4.03,42.9,353,2599,75.36
4378,164.4,4.91,53.2,638,1724,102.66
4379,125.6,5.66,44.2,592,2488,113.32
4380,145.9,4.1,40.0,701,2424,98.79
4381,152.6,4.57,33.7,655,2002,93.85
4382,171.4,2.1,34.2,921,1628,73.95
4383,122.5,2.83,35.2,1891,2458,140.05
4384,145.5,0.81,53.9,1478,2421,110.02
4385,147.4,2.68,43.2,871,2453,94.72
4386,132.5,4.92,35.5,592,3210,103.96
4387,132.9,3.86,51.5,1009,3123,124.28
4388,162.9,3.72,48.5,802,2141,97.05
4389,134.2,2.42,36.2,1467,2877,119.06
4390,153.1,4.71,51.3,85,2969,85.0
4391,147.4,4.31,43.8,972,1316,103.51
4392,164.9,3.82,46.2,1664,1921,136.51
4393,136.0,2.08,58.0,418,2263,75.7
4394,152.1,2.1,56.0,1494,2972,119.45
4395,175.7,4.21,35.4,1648,2962,138.23
4396,153.6,1.87,44.7,883,2339,91.62
4397,137.2,4.44,40.1,1445,1636,127.77
4398,150.7,4.38,47.9,906,3153,117.21
4399,141.6,3.95,34.2,257,2750,76.69
4400,156.2,1.24,46.6,1685,2667,123.35
4401,140.1,3.7,55.6,741,2648,102.06
4402,158.5,1.94,43.7,721,2390,73.2
4403,148.8,1.3,29.9,1610,2783,107.58
4404,139.0,5.22,45.7,1502,1356,131.59
4405,153.1,4.77,46.8,741,1302,94.09
4406,154.3,3.85,40.6,1614,3030,129.42
4407,144.4,1.65,49.8,1898,2468,132.15
4408,159.7,4.14,57.2,1450,3383,142.36
4409,143.4,3.86,45.5,517,2558,95.32
4410,122.6,2.95,59.5,1799,3080,155.28
4411,137.1,2.29,53.8,1151,2944,103.32
4412,125.2,5.88,26.1,188,3293,89.23
4413,138.8,5.36,41.4,1591,1300,138.57
4414,137.9,3.18,46.2,1564,1579,119.12
4415,160.3,4.03,39.5,843,2160,105.68
4416,134.5,5.44,40.5,784,3092,119.85
4417,173.7,4.9,56.1,1075,2231,120.24
4418,138.4,1.59,42.9,544,3405,75.82
4419,125.2,1.99,44.1,157,3091,66.49
4420,142.0,3.09,56.3,685,2827,95.47
4421,156.6,5.06,32.2,470,3274,102.88
4422,147.7,1.31,52.0,873,1554,76.47
4423,154.5,5.44,43.7,852,3057,121.29
4424,166.7,1.91,47.5,305,3217,72.23
4425,140.0,2.49,38.6,1472,3292,123.43
4426,144.8,4.05,52.1,742,2306,97.85
4427,152.5,1.74,57.2,1236,2292,107.38
4428,158.6,3.09,45.8,1432,2382,123.25
4429,148.6,0.6,44.6,305,2140,43.91
4430,170.8,4.97,35.5,686,1281,90.23
4431,159.6,2.12,44.0,310,1759,56.27
4432,149.6,2.0,32.4,1347,1816,102.39
4433,139.0,4.26,49.2,580,2917,103.36
4434,124.4,2.78,59.4,485,1738,76.71
4435,136.1,1.48,61.4,806,2345,85.14
4436,150.2,2.36,47.8,485,2275,70.81
4437,143.8,1.05,53.3,1245,2311,101.03
4438,131.8,5.32,46.7,666,3378,114.62
4439,156.9,2.36,34.4,737,2247,75.61
4440,152.7,3.66,39.9,1871,2408,137.22
4441,126.3,2.04,43.0,135,2774,60.64
4442,145.4,1.88,44.5,933,3284,96.81
4443,129.6,0.51,35.5,1592,2529,109.7
4444,158.2,2.67,41.9,1564,2881,127.42
4445,132.6,2.33,40.3,253,1909,55.73
4446,185.1,5.38,35.1,349,3352,95.3
4447,155.1,1.89,33.7,982,1935,90.35
4448,176.0,1.42,59.0,326,2788,65.56
4449,149.0,4.91,44.9,1680,2878,154.25
4450,147.9,1.91,53.1,1934,2316,133.44
4451,160.0,1.9,45.5,740,2683,79.04
4452,153.4,1.66,41.0,594,1220,58.72
4453,147.9,5.22,42.4,1465,2510,144.48
4454,180.4,2.05,47.7,1294,1917,102.61
4455,132.4,0.63,49.2,1346,2051,97.99
4456,140.1,5.68,59.6,536,3018,112.59
4457,158.2,3.8,56.9,1856,2096,144.54
4458,161.2,0.77,52.2,1457,3336,112.83
4459,153.7,3.39,35.0,740,2409,90.62
4460,172.7,2.22,36.8,317,1925,59.67
4461,150.7,3.6,38.7,395,2595,83.67
4462,144.9,4.61,52.0,1254,3489,140.99
4463,153.7,3.03,46.9,175,1707,51.83
4464,140.7,1.22,43.2,504,3491,71.62
4465,166.5,1.94,52.7,1998,2748,144.59
4466,148.4,2.0,54.2,1972,1946,136.01
4467,147.8,4.41,41.3,462,1875,79.98
4468,164.6,3.33,48.1,1186,2168,113.51
4469,154.9,2.67,52.4,1108,1426,93.66
4470,180.0,1.89,29.3,1294,3002,101.78
4471,146.0,2.22,40.8,1361,2182,105.78
4472,167.7,4.16,43.3,1701,3019,147.26
4473,165.2,1.61,56.2,784,2976,84.51
4474,115.9,2.21,47.1,1267,2941,108.42
4475,147.3,3.87,31.8,1358,2793,130.99
4476,137.7,4.72,36.5,1285,3172,137.74
4477,153.6,2.77,35.8,252,1945,59.28
4478,142.8,2.74,48.0,1377,2996,125.79
4479,156.2,4.22,44.1,1793,1334,138.84
4480,105.4,5.54,41.4,1863,2483,162.0
4481,147.7,5.91,46.4,117,2337,90.98
4482,154.4,5.88,38.1,1540,3362,154.56
4483,140.1,4.32,46.3,88,3192,86.83
4484,136.2,2.55,40.3,475,2197,68.89
4485,160.8,3.15,49.4,1137,1716,103.43
4486,124.9,2.74,46.3,1848,1712,133.16
4487,148.9,2.12,42.1,223,2058,59.63
4488,125.4,2.28,36.2,930,1667,80.29
4489,139.7,5.65,49.7,881,3475,132.39
4490,146.1,3.3,59.7,76,2712,67.48
4491,146.7,3.73,51.1,546,3167,95.6
4492,142.5,5.01,48.9,1613,3218,158.8
4493,158.5,0.77,48.8,578,1779,62.59
4494,162.9,3.71,33.9,1190,3215,120.15
4495,158.5,2.98,34.8,1268,2064,105.52
4496,133.2,4.25,51.5,1676,2081,144.37
4497,137.4,1.61,59.2,175,2238,57.62
4498,145.5,3.42,49.4,950,3031,104.8
4499,163.3,4.6,49.0,1760,1368,140.47
4500,140.3,2.61,38.0,948,2071,93.74
4501,160.3,0.71,41.1,1462,3469,107.59
4502,156.0,3.91,43.1,1640,1313,127.73
4503,151.8,2.6,46.5,249,1285,59.76
4504,153.7,1.21,46.8,228,1362,36.24
4505,149.4,1.04,43.2,1774,3370,125.77
4506,145.4,2.5,35.5,1959,1510,125.1
4507,152.8,1.11,38.3,820,1447,68.86
4508,154.0,4.64,37.1,600,3449,99.05
4509,151.7,2.04,43.5,520,1396,60.16
4510,137.4,4.22,44.7,1441,3286,139.24
4511,159.2,3.24,51.2,132,2436,62.5
4512,149.9,1.04,45.3,671,1719,59.92
4513,157.1,4.65,38.3,429,2843,92.0
4514,158.4,2.48,52.3,1381,2204,116.4
4515,156.7,5.61,53.0,951,2139,118.16
4516,156.8,1.36,51.2,411,1325,47.93
4517,173.5,1.91,42.1,493,1741,63.22
4518,130.1,3.38,42.9,450,2781,79.79
4519,170.6,4.63,51.0,1730,2570,146.38
4520,141.1,3.91,36.2,1767,3295,151.34
4521,142.0,4.08,36.3,270,2795,78.02
4522,136.0,2.32,47.2,1052,2234,97.16
4523,157.4,0.8,44.6,439,2483,60.67
4524,154.5,1.3,55.2,1774,1915,134.43
4525,135.5,1.87,52.1,1366,2164,109.5
4526,128.8,4.16,45.6,1498,2065,134.4
4527,168.9,2.26,51.6,386,3409,80.53
4528,167.1,2.92,37.5,1579,3134,123.19
4529,144.9,5.95,45.4,1061,3173,137.19
4530,152.7,5.0,45.3,705,2073,103.7
4531,159.3,4.47,48.0,163,2147,70.15
4532,175.2,2.19,35.9,1194,2059,98.37
4533,123.5,5.24,41.7,1870,3299,163.45
4534,161.0,1.71,44.3,1963,2197,138.93
4535,148.8,5.73,55.7,1187,2247,141.6
4536,153.9,2.52,49.2,306,2801,68.84
4537,142.7,5.71,40.4,1341,3238,148.41
4538,118.4,3.17,45.8,1492,2360,128.73
4539,192.4,5.15,42.8,1127,2338,119.54
4540,148.7,5.56,40.6,1212,1724,124.41
4541,148.3,5.68,43.2,1989,1338,160.73
4542,148.7,2.25,49.7,764,1728,76.75
4543,161.1,3.0,49.0,1091,1495,96.97
4544,146.2,1.42,44.9,825,2516,85.94
4545,153.7,5.52,58.8,682,1665,109.89
4546,159.7,1.66,50.4,102,1544,45.25
4547,157.6,4.32,35.7,1081,3000,110.77
4548,140.3,4.71,41.0,1902,2252,159.9
4549,157.6,5.57,47.1,874,2985,119.04
4550,137.6,5.24,42.1,1009,1694,112.68
4551,141.2,1.63,41.5,577,1781,58.26
4552,180.0,1.32,47.1,1645,3058,120.86
4553,153.3,4.87,52.2,296,3309,89.43
4554,121.5,2.44,39.4,1442,3276,127.63
4555,157.8,4.92,50.9,1369,2044,132.85
4556,163.3,5.9,38.7,93,2123,80.58
4557,166.8,2.55,55.1,807,3046,99.73
4558,155.6,2.3,47.2,101,2589,59.3
4559,141.0,2.37,41.7,1701,2123,121.77
4560,124.5,3.89,47.9,1325,3388,132.04
4561,143.2,3.39,44.1,903,1719,95.07
4562,148.2,0.84,38.8,807,1250,67.7
4563,136.5,4.29,51.9,1667,2645,152.51
4564,147.8,4.43,48.6,1818,1790,146.56
4565,138.1,2.95,36.1,1176,1687,98.81
4566,148.3,4.11,41.3,1658,1262,121.42
4567,139.9,5.4,52.3,286,1208,74.33
4568,124.6,5.0,34.8,1103,1786,115.21
4569,152.4,5.43,46.0,1708,1230,147.02
4570,163.5,2.91,46.4,124,2731,66.64
4571,149.1,2.78,39.1,1791,3205,145.79
4572,154.2,2.84,50.3,1349,3231,131.66
4573,150.4,1.56,49.0,1479,1981,108.54
4574,150.6,2.41,56.6,1391,1748,115.88
4575,168.2,3.08,52.8,1994,3472,158.89
4576,149.3,4.76,52.0,955,3498,127.1
4577,163.8,1.29,43.0,1274,2128,96.42
4578,132.3,2.94,41.9,1643,2086,126.45
4579,142.2,2.67,43.6,1070,2675,110.81
4580,148.2,0.94,45.5,1135,1211,78.86
4581,116.4,4.58,35.6,1790,1577,139.63
4582,135.6,3.78,47.4,631,1626,90.66
4583,160.4,5.82,41.3,805,2663,112.79
4584,145.6,2.08,45.5,114,1844,49.79
4585,158.9,4.03,35.8,1200,2512,123.92
4586,160.6,0.76,43.8,1594,1937,103.05
4587,141.0,4.89,52.3,1083,2133,122.47
4588,133.0,3.77,55.8,1721,3411,146.81
4589,121.3,1.46,49.0,918,2454,91.13
4590,129.9,2.6,35.4,1533,1668,105.48
4591,150.3,5.56,51.2,878,3467,131.45
4592,180.2,4.33,45.1,1487,1738,121.79
4593,151.9,5.62,44.1,53,3284,85.13
4594,158.1,2.65,34.5,808,1239,77.97
4595,153.8,1.18,47.9,874,3459,90.33
4596,164.4,3.68,36.4,1715,2908,134.7
4597,183.3,1.95,58.4,927,1695,88.41
4598,167.3,4.88,42.1,833,3254,110.22
4599,137.3,4.69,46.4,119,2371,69.56
4600,152.9,4.54,54.3,729,1486,102.35
4601,178.9,4.13,51.6,77,2612,65.13
4602,140.6,3.41,42.8,1940,2642,149.89
4603,171.3,3.55,26.3,1722,3463,135.54
4604,173.1,3.42,41.1,841,2891,101.32
4605,155.9,2.88,48.3,1952,1735,135.2
4606,142.2,5.23,45.5,1011,3074,124.0
4607,158.6,1.71,56.7,1242,1924,97.56
4608,136.2,5.89,46.3,1391,3279,150.42
4609,145.1,5.68,39.8,1858,2040,157.92
4610,142.8,2.05,53.5,1683,1509,124.23
4611,132.8,3.76,60.4,976,3229,120.21
4612,147.6,2.39,44.6,343,3424,72.23
4613,164.9,4.93,43.8,1881,1848,153.46
4614,170.3,3.07,41.3,1200,2519,112.57
4615,137.2,1.15,39.9,1231,2437,97.83
4616,135.8,4.39,50.1,1197,1827,117.9
4617,164.0,3.26,51.8,65,2527,60.84
4618,150.7,5.95,51.0,154,1631,86.0
4619,161.0,1.81,49.7,1610,2527,123.82
4620,158.6,0.55,47.2,1833,2967,130.53
4621,161.4,2.66,34.1,706,1578,73.64
4622,151.6,1.97,37.0,1455,1436,107.78
4623,176.4,0.5,37.2,354,2735,47.82
4624,163.6,5.78,52.7,1565,3174,161.39
4625,154.9,5.45,40.5,1791,2645,155.21
4626,132.6,5.46,44.9,1324,2192,138.56
4627,140.4,1.53,53.0,1556,2632,119.39
4628,164.1,4.63,42.8,287,3080,85.9
4629,142.3,3.65,41.0,1601,2902,131.78
4630,159.6,5.28,43.0,847,3453,129.74
4631,140.3,0.7,50.2,1743,1955,115.81
4632,185.2,3.38,49.1,445,3215,91.21
4633,144.7,1.31,52.3,1264,2490,102.36
4634,150.3,3.83,50.0,822,1412,98.32
4635,164.9,5.42,44.8,430,2686,96.44
4636,175.7,2.4,49.4,81,2651,57.25
4637,168.3,4.62,35.4,1703,2210,143.25
4638,166.6,4.75,50.0,1538,1460,134.62
4639,159.9,0.58,44.8,1934,2952,122.64
4640,161.4,5.72,54.0,1734,1656,156.17
4641,156.5,4.12,58.6,1192,2410,123.66
4642,147.1,3.86,47.9,715,1492,94.71
4643,156.9,3.79,42.7,520,3098,91.77
4644,162.0,3.03,60.1,529,3450,92.79
4645,133.9,5.32,37.2,760,1458,94.81
4646,148.9,2.96,45.3,235,1740,56.51
4647,151.3,5.32,43.0,1215,2817,132.17
4648,149.1,4.08,52.8,1673,1751,140.26
4649,136.7,0.53,43.6,1703,1712,109.01
4650,146.5,4.54,42.4,483,3208,95.85
4651,154.3,0.86,46.3,104,1891,37.89
4652,137.7,5.62,36.2,358,1952,95.51
4653,163.8,3.45,42.3,1689,2928,145.31
4654,122.4,2.15,48.7,1717,3412,140.96
4655,177.4,1.79,37.9,665,2247,76.73
4656,136.6,5.8,54.3,1015,2522,129.33
4657,142.2,4.51,42.9,798,3429,114.8
4658,146.4,4.56,36.4,1538,2013,134.12
4659,150.7,5.49,46.6,1139,2333,132.89
4660,174.6,0.96,44.1,1893,3395,132.76
4661,147.9,1.54,41.1,1135,2927,95.72
4662,127.0,4.74,48.8,355,3108,97.52
4663,128.5,2.63,43.6,50,3286,58.27
4664,158.8,0.81,42.6,1038,2657,90.75
4665,137.2,3.01,65.6,1486,2853,130.61
4666,179.2,3.78,56.1,1070,3472,125.94
4667,128.8,3.74,37.6,1937,2159,148.74
4668,140.9,5.94,37.1,1755,1246,153.52
4669,160.1,5.24,43.0,324,1609,82.81
4670,129.5,5.66,38.7,273,2450,92.48
4671,125.9,1.22,47.7,334,3041,58.7
4672,176.2,3.7,41.0,1190,1270,113.24
4673,162.2,2.54,36.5,835,1853,83.02
4674,158.0,2.52,46.9,1175,2640,109.64
4675,157.7,3.39,50.3,580,3096,96.18
4676,126.1,3.61,40.8,1223,2473,115.96
4677,145.7,0.99,42.0,1164,1757,87.11
4678,133.3,3.6,41.3,1054,2060,104.15
4679,138.0,3.53,62.9,1928,2690,154.95
4680,135.6,3.03,52.8,958,2571,106.01
4681,134.1,0.85,53.5,1407,2005,100.79
4682,161.3,2.06,48.0,1648,1960,118.51
4683,162.6,5.24,36.6,288,3208,98.12
4684,148.8,4.21,41.7,418,3026,90.2
4685,135.9,4.46,45.0,612,1844,86.79
4686,135.8,2.9,54.1,863,3427,100.87
4687,168.7,1.61,35.2,1279,1645,91.83
4688,156.8,1.76,40.7,1729,2677,131.4
4689,161.9,4.81,44.0,1075,3048,130.16
4690,158.2,0.99,46.8,1815,2057,124.47
4691,138.8,0.83,32.8,415,1877,50.89
4692,145.2,2.13,53.4,1298,3267,118.38
4693,166.9,1.92,46.2,1394,3034,114.95
4694,144.4,5.99,44.3,371,1715,98.72
4695,136.1,3.06,48.7,1558,1859,125.42
4696,161.9,4.5,60.4,322,3130,95.44
4697,155.7,2.74,44.6,745,1396,73.3
4698,129.9,4.06,42.1,763,2439,93.98
4699,160.7,4.21,39.2,1274,1870,116.73
4700,132.2,0.88,31.1,1331,1800,93.2
4701,151.9,1.66,40.0,1773,2097,121.28
4702,173.4,0.53,42.0,659,2295,63.46
4703,144.4,0.76,46.3,1854,2169,124.48
4704,129.3,0.97,42.5,871,2361,81.57
4705,176.6,4.16,34.2,1981,2455,154.56
4706,141.2,0.84,45.9,1280,2524,100.69
4707,157.1,5.3,46.7,1925,2230,162.58
4708,147.6,3.96,40.4,332,2663,79.38
4709,164.9,0.99,52.0,110,2781,47.38
4710,153.5,5.5,47.9,1531,3393,156.15
4711,152.2,3.24,50.7,412,1276,71.11
4712,168.4,0.98,47.7,713,1260,61.97
4713,152.0,0.63,43.7,275,1870,44.13
4714,142.0,0.82,46.9,709,3169,82.12
4715,159.3,1.37,39.5,592,3205,73.81
4716,145.7,1.97,29.9,474,2291,73.04
4717,174.8,2.86,43.2,964,1795,89.21
4718,165.5,2.46,34.3,480,2286,66.18
4719,146.2,4.09,44.3,1666,1832,130.46
4720,168.5,3.8,44.1,1814,2314,148.15
4721,158.6,1.99,47.4,1635,2438,128.07
4722,162.4,1.72,41.4,994,2321,84.63
4723,165.9,3.89,38.9,1740,1585,134.96
4724,118.1,5.97,45.3,1526,1703,152.57
4725,146.4,0.89,45.9,1234,1832,90.61
4726,159.9,4.68,31.7,192,2497,74.97
4727,173.0,2.08,46.3,1345,2813,113.58
4728,149.7,4.47,39.5,1608,1416,133.88
4729,134.5,2.67,45.2,1700,3308,140.22
4730,130.1,1.89,43.7,1589,1250,119.43
4731,198.8,3.6,63.7,1087,1871,119.35
4732,146.6,3.08,47.4,1553,1762,122.02
4733,168.0,3.4,34.6,1637,3228,130.81
4734,165.6,1.85,37.6,491,2227,58.7
4735,154.2,4.85,39.1,117,1741,72.98
4736,142.3,1.99,45.8,1976,2294,133.04
4737,132.5,2.17,39.3,861,2507,91.91
4738,125.1,3.27,55.6,1196,2114,119.27
4739,154.7,1.11,48.0,1235,2718,98.48
4740,152.0,3.59,34.4,1618,2904,137.13
4741,152.8,3.51,55.8,191,1412,60.29
4742,135.8,4.99,29.0,1235,1895,121.61
4743,145.2,1.26,42.6,679,2449,73.04
4744,162.0,3.62,38.2,1181,1682,104.65
4745,146.8,5.48,36.2,1634,1828,140.42
4746,138.2,4.43,48.1,975,1518,106.28
4747,146.4,3.06,55.9,677,1261,74.98
4748,178.3,2.18,52.9,530,1283,73.0
4749,145.7,5.5,54.7,831,3437,123.23
4750,159.7,4.04,37.2,873,3132,101.36
4751,153.3,2.51,40.4,902,1601,90.47
4752,151.9,1.01,43.5,1179,2674,93.95
4753,172.3,3.94,46.5,1712,3160,144.92
4754,160.2,5.78,34.6,441,1398,82.34
4755,158.6,5.48,54.7,1007,3178,133.46
4756,180.2,2.41,37.1,852,2160,80.7
4757,152.4,0.94,47.6,667,2220,69.87
4758,147.0,1.39,42.6,1456,3038,112.88
4759,157.9,3.72,50.1,1151,3486,130.44
4760,149.2,1.25,38.2,158,3382,58.25
4761,155.0,3.97,45.6,1154,2631,117.47
4762,135.6,5.99,43.6,1282,2412,126.02
4763,149.1,1.17,37.3,275,1312,45.36
4764,144.0,3.46,49.2,306,2862,73.27
4765,149.8,4.75,37.6,680,1388,89.99
4766,146.2,3.62,50.6,84,3296,78.12
4767,149.4,3.22,51.1,1737,2295,141.19
4768,131.7,5.04,49.8,1329,1494,131.08
4769,141.3,2.66,36.6,1504,3112,120.34
4770,155.8,5.18,36.8,297,1823,75.37
4771,155.2,3.79,54.5,1676,1991,132.64
4772,131.9,0.63,45.4,1651,3473,122.24
4773,134.4,4.67,39.7,331,1458,77.59
4774,144.3,1.5,39.5,70,3141,51.04
4775,133.4,2.45,49.9,1766,3072,138.28
4776,157.8,4.51,48.3,130,1406,66.23
4777,157.6,0.67,46.9,1260,3252,100.89
4778,121.3,2.22,46.2,716,2619,84.27
4779,160.0,4.12,45.6,1435,1361,123.38
4780,172.9,5.9,42.1,433,1301,86.52
4781,129.5,1.92,41.7,397,3230,77.21
4782,132.3,1.68,37.8,1774,3473,133.16
4783,157.9,4.75,44.3,612,2360,98.69
4784,133.1,1.37,51.8,1105,2223,92.19
4785,142.6,2.05,45.3,1600,2752,119.55
4786,153.1,1.17,47.4,1458,3075,112.21
4787,156.8,5.68,45.5,1853,2680,164.84
4788,159.2,4.11,57.5,429,1265,81.9
4789,157.5,0.63,33.3,724,2663,63.31
4790,135.1,3.73,56.3,264,1871,78.34
4791,141.6,5.06,65.3,427,1831,95.11
4792,189.3,0.69,60.1,384,1990,59.84
4793,155.8,2.28,52.9,768,1646,85.52
4794,136.6,4.52,37.1,74,1590,63.06
4795,159.1,4.51,41.1,1546,2619,130.92
4796,163.2,4.02,36.2,349,2763,78.93
4797,140.0,1.48,29.2,1982,2419,129.25
4798,146.4,5.16,25.3,571,2450,91.77
4799,154.9,3.91,37.1,1330,3358,125.69
4800,155.9,5.35,44.7,773,1439,99.42
4801,149.5,3.01,54.5,71,1728,61.79
4802,155.3,2.26,42.2,818,2358,84.06
4803,161.7,3.34,35.2,1811,2365,137.06
4804,126.4,0.95,40.2,364,2216,56.86
4805,167.0,1.62,44.8,1467,2509,107.67
4806,163.2,0.59,47.4,274,1461,46.16
4807,164.1,3.09,34.8,886,1464,84.92
4808,163.0,2.07,35.6,224,1391,47.8
4809,152.6,5.74,52.9,546,1256,96.81
4810,146.7,0.55,32.5,828,2464,68.15
4811,158.7,1.76,48.4,91,2722,53.1
4812,139.7,2.99,27.6,1580,2858,123.66
4813,169.2,2.12,53.9,1538,2861,121.09
4814,172.5,4.36,34.8,940,2503,105.2
4815,132.3,2.41,40.8,1426,2168,113.25
4816,151.3,1.67,48.5,443,2108,57.23
4817,173.1,5.32,56.2,226,2469,98.53
4818,149.4,0.76,45.7,1370,2718,109.11
4819,135.9,5.13,40.9,331,3434,92.78
4820,125.2,2.78,39.7,814,2689,97.38
4821,131.9,3.39,37.8,1924,2441,144.92
4822,142.8,4.89,46.9,1571,1239,136.53
4823,148.0,5.01,41.7,1348,1809,133.63
4824,138.5,4.41,43.2,1420,2527,135.06
4825,146.5,4.94,41.7,1084,2862,122.45
4826,176.2,0.64,49.3,807,1551,68.17
4827,136.3,2.0,45.1,651,2161,81.6
4828,126.5,4.05,52.7,1727,2849,155.73
4829,180.5,5.2,35.2,854,2868,111.58
4830,163.7,4.48,41.9,339,3496,94.23
4831,143.1,1.71,38.1,602,2964,76.6
4832,130.3,1.39,42.3,1741,1377,106.92
4833,128.7,3.11,31.9,1544,3024,122.79
4834,154.4,1.16,49.9,185,1595,44.83
4835,163.8,1.26,47.6,1904,1479,119.05
4836,167.6,5.49,40.0,1615,1732,146.45
4837,175.0,4.93,28.2,1489,2531,137.51
4838,139.3,5.76,48.3,59,1306,77.75
4839,146.3,3.3,61.4,1852,2666,156.6
4840,140.0,5.31,43.2,1555,1443,142.15
4841,142.1,4.98,53.1,560,2298,103.0
4842,159.3,1.23,40.7,1447,2645,112.84
4843,169.3,4.56,41.9,153,1204,69.67
4844,158.3,1.63,41.7,1319,1993,96.67
4845,128.4,5.51,44.1,1754,1903,156.68
4846,133.8,1.64,45.1,876,1350,85.28
4847,147.6,4.77,37.6,655,3156,107.6
