ID_Orden,Unidades_Ordenadas,Num_Componentes_BOM,Experiencia_Operador_Anos,Nivel_Complejidad,Mantenimiento_Programado_Turno,Tiempo_Ciclo_Minutos
4963,60,23,1.5,4,1,129.34
4964,254,44,2.3,3,0,200.64
4965,781,16,5.6,3,0,215.46
4966,71,21,12.4,3,1,106.54
4967,338,7,8.0,2,0,103.88
4968,830,8,2.1,2,1,206.39
4969,642,35,3.0,2,0,232.02
4970,284,19,12.2,3,1,136.12
4971,224,23,7.2,1,0,118.64
4972,116,14,8.4,4,1,116.4
4973,785,34,0.9,1,1,250.98
4974,775,43,11.4,4,0,278.41
4975,553,11,14.7,3,0,147.94
4976,447,19,1.1,4,0,190.24
4977,817,16,10.9,3,0,222.86
4978,867,19,11.3,3,0,236.49
4979,128,14,13.3,3,0,84.11
4980,551,30,3.6,4,1,236.68
4981,755,33,7.4,2,0,242.25
4982,421,5,11.8,2,0,118.51
4983,778,23,7.4,2,1,229.17
4984,859,43,9.4,2,0,272.65
4985,251,17,5.3,1,0,111.11
4986,250,33,3.8,3,0,165.67
4987,899,30,4.5,4,0,293.88
4988,149,11,5.0,5,1,128.54
4989,201,9,5.3,4,0,123.08
4990,726,27,14.9,3,0,217.58
4991,433,29,6.4,1,1,173.41
4992,771,5,3.3,2,1,191.35
4993,869,11,10.2,2,0,205.57
4994,300,38,6.7,4,0,196.04
4995,874,13,4.4,1,0,214.69
4996,151,36,5.9,3,1,173.21
4997,984,6,2.8,2,0,233.05
4998,592,41,13.5,3,0,231.97
4999,898,6,10.2,2,0,203.23
5000,418,12,13.4,1,1,118.44
5001,912,34,5.8,2,0,275.78
5002,704,9,13.5,3,0,181.09
5003,301,37,5.5,3,1,205.65
5004,373,5,1.4,5,0,148.94
5005,85,9,13.3,3,0,66.43
5006,605,8,11.3,3,0,161.88
5007,480,20,11.9,3,0,166.59
5008,314,23,3.1,2,0,142.94
5009,527,26,14.1,4,1,211.04
5010,235,35,3.8,3,0,163.26
5011,476,33,8.9,2,1,208.77
5012,98,17,2.1,3,0,107.37
5013,414,8,10.9,2,0,118.08
5014,409,23,4.3,3,0,175.86
5015,468,13,3.9,2,0,147.64
5016,91,31,14.2,3,0,120.3
5017,917,27,14.1,3,0,255.1
5018,331,32,12.3,2,1,171.79
5019,54,18,8.7,3,1,96.99
5020,397,32,12.4,2,1,184.8
5021,452,23,6.1,2,1,178.67
5022,526,13,11.0,1,0,141.11
5023,169,13,6.6,2,0,95.7
5024,684,24,2.6,2,0,214.92
5025,930,34,3.6,5,1,325.88
5026,111,13,2.6,1,0,74.99
5027,702,35,6.0,2,0,241.78
5028,305,16,13.1,4,0,136.39
5029,71,20,8.8,2,0,87.47
5030,462,31,12.3,3,0,187.68
5031,740,20,0.7,2,0,222.56
5032,374,5,9.7,2,0,108.94
5033,360,34,5.7,3,0,202.15
5034,311,37,8.1,1,0,159.72
5035,662,23,4.1,3,0,218.14
5036,207,27,10.7,1,0,105.53
5037,799,40,1.4,4,1,311.89
5038,545,28,14.1,5,0,212.14
5039,623,17,5.8,3,0,191.49
5040,483,37,10.4,4,0,220.97
5041,296,21,6.4,2,0,137.61
5042,552,27,1.7,2,0,201.59
5043,724,37,5.1,3,1,258.99
5044,870,44,5.6,4,1,327.46
5045,228,18,12.3,2,0,101.95
5046,83,11,12.9,2,0,61.28
5047,381,21,3.2,5,0,196.17
5048,275,25,7.4,3,0,152.85
5049,277,35,9.0,3,0,174.3
5050,925,20,10.7,4,0,265.21
5051,808,42,3.1,1,0,271.64
5052,768,12,4.1,3,0,212.75
5053,417,38,0.6,2,0,206.53
5054,485,36,14.6,5,1,242.31
5055,787,27,1.6,2,1,247.57
5056,86,32,4.9,2,0,123.21
5057,228,44,7.3,3,1,193.56
5058,107,38,8.1,2,0,135.1
5059,84,21,9.1,3,0,102.51
5060,303,31,2.6,2,1,166.7
5061,656,16,5.8,4,1,216.79
5062,50,17,0.9,2,0,80.03
5063,135,14,4.7,3,0,106.15
5064,134,7,9.8,4,1,96.14
5065,908,31,3.1,5,0,318.11
5066,242,12,13.5,5,0,124.89
5067,822,14,12.3,3,1,222.58
5068,403,5,7.8,2,0,112.95
5069,808,7,13.1,3,1,195.31
5070,461,7,14.4,3,0,135.78
5071,480,9,10.0,3,1,145.12
5072,108,38,1.5,2,0,138.44
5073,310,33,0.8,3,0,178.01
5074,466,44,12.3,2,0,203.83
5075,188,24,8.8,1,0,102.95
5076,803,42,10.9,4,1,292.92
5077,541,36,5.2,4,1,250.02
5078,748,16,6.1,3,1,222.52
5079,640,7,4.0,1,0,147.64
5080,696,13,3.8,2,0,184.77
5081,182,18,5.4,3,1,123.91
5082,697,33,7.1,4,0,261.19
5083,251,7,2.7,3,1,122.07
5084,586,28,13.5,4,0,220.87
5085,396,6,7.5,3,0,128.87
5086,598,5,7.8,2,0,150.84
5087,575,22,2.9,4,0,209.98
5088,912,18,2.0,3,0,261.9
5089,73,30,10.8,4,0,128.54
5090,555,19,12.9,4,0,183.37
5091,738,7,13.5,4,1,199.45
5092,926,44,11.5,3,0,297.92
5093,68,25,3.8,4,0,122.09
5094,914,15,9.8,4,0,260.21
5095,128,14,12.9,3,0,86.61
5096,482,16,13.8,2,1,145.35
5097,742,21,6.4,2,1,229.06
5098,207,28,14.2,3,0,141.09
5099,845,21,3.7,4,1,274.16
5100,618,5,3.0,5,0,191.31
5101,274,30,12.4,2,0,139.8
5102,605,28,3.6,3,0,221.37
5103,151,17,4.9,2,1,106.33
5104,414,36,7.9,2,1,199.65
5105,910,32,5.7,4,1,305.46
5106,518,30,14.6,4,0,205.13
5107,75,13,2.4,2,0,76.75
5108,817,14,7.1,5,0,241.93
5109,709,17,11.0,5,0,219.0
5110,394,8,11.3,2,1,114.41
5111,629,39,12.4,1,1,226.33
5112,970,28,4.2,3,0,280.48
5113,352,33,3.0,2,1,182.38
5114,798,37,4.9,2,0,251.94
5115,760,5,4.3,4,0,209.21
5116,754,34,3.6,3,0,256.9
5117,790,26,4.8,2,1,241.97
5118,592,32,3.7,2,0,211.4
5119,443,9,13.4,3,0,136.32
5120,749,22,12.8,3,0,215.21
5121,492,16,5.1,2,1,169.85
5122,420,15,5.7,5,0,178.7
5123,992,36,10.9,3,0,311.98
5124,74,26,6.0,3,1,128.08
5125,865,43,10.9,2,0,286.69
5126,889,34,11.2,5,0,303.89
5127,73,11,12.3,3,1,77.29
5128,297,33,7.6,5,0,196.74
5129,194,29,9.3,3,0,144.29
5130,318,12,1.1,5,1,163.29
5131,311,19,11.4,4,0,143.44
5132,843,36,11.5,3,1,274.7
5133,485,42,0.8,3,1,245.58
5134,209,23,12.9,4,0,140.13
5135,699,15,12.0,2,0,185.58
5136,768,26,12.1,1,0,199.13
5137,931,28,7.3,4,0,285.93
5138,781,41,14.1,4,0,283.55
5139,59,20,12.1,2,1,81.23
5140,585,35,0.6,1,0,218.04
5141,584,5,7.0,2,1,159.64
5142,673,14,11.7,2,0,177.33
5143,533,25,1.9,3,1,215.11
5144,937,30,8.3,3,1,278.3
5145,290,44,5.8,3,0,199.74
5146,198,33,11.6,3,0,144.84
5147,829,42,3.3,5,1,327.77
5148,930,19,2.2,1,0,248.86
5149,101,24,3.8,1,1,104.45
5150,60,6,9.1,3,1,66.95
5151,641,7,14.7,4,0,173.71
5152,314,40,5.6,2,0,183.19
5153,101,34,1.2,2,1,146.99
5154,861,20,11.7,2,0,231.4
5155,911,30,9.5,1,0,252.69
5156,742,24,3.3,5,1,270.11
5157,466,37,4.1,2,0,197.15
5158,502,34,5.5,4,0,235.72
5159,437,42,9.2,4,1,229.16
5160,823,16,3.5,3,0,230.43
5161,557,43,9.5,4,1,262.12
5162,915,15,13.2,2,0,215.81
5163,292,17,11.4,1,1,111.78
5164,878,14,5.9,4,1,259.71
5165,711,39,6.7,2,0,262.16
5166,100,11,7.0,2,0,72.79
5167,610,20,11.1,2,0,172.6
5168,612,20,13.5,3,0,185.01
5169,122,8,7.3,3,0,80.91
5170,788,33,1.8,2,1,270.41
5171,779,23,7.3,2,1,227.54
5172,268,40,3.4,2,1,182.65
5173,718,16,1.2,4,0,224.93
5174,611,38,3.2,2,1,247.77
5175,791,44,12.6,2,0,254.86
5176,469,43,14.3,1,1,207.53
5177,768,19,9.1,3,0,221.27
5178,571,26,6.1,2,1,206.16
5179,735,19,4.5,1,1,206.3
5180,253,33,10.4,3,0,160.59
5181,68,14,5.2,3,1,102.36
5182,437,44,11.7,2,1,219.22
5183,723,34,3.7,2,0,245.72
5184,127,23,5.5,3,0,123.15
5185,986,32,3.2,4,1,315.01
5186,312,19,6.7,2,0,130.08
5187,731,42,1.0,3,0,285.27
5188,762,33,1.3,3,1,267.54
5189,649,35,5.0,2,1,237.42
5190,283,37,7.1,5,0,199.4
5191,909,18,4.5,2,0,242.98
5192,496,5,2.2,3,0,153.37
5193,201,43,13.1,2,0,162.27
5194,974,39,12.8,2,0,285.39
5195,890,18,1.7,3,0,246.98
5196,497,36,6.0,2,0,208.82
5197,527,28,7.6,3,0,205.87
5198,612,28,13.4,4,0,227.63
5199,352,29,10.2,1,0,133.82
5200,748,38,9.1,3,0,267.02
5201,877,8,11.1,3,1,215.24
5202,924,39,14.0,3,1,304.62
5203,628,9,10.6,4,1,187.95
5204,139,42,5.0,2,1,172.76
5205,488,14,14.8,3,0,162.63
5206,633,10,4.1,4,0,198.17
5207,527,25,0.7,2,0,188.74
5208,982,16,8.8,2,0,246.16
5209,293,7,1.3,2,0,99.89
5210,822,19,4.9,2,0,226.11
5211,140,33,7.8,4,0,157.45
5212,814,12,11.1,5,1,245.3
5213,324,26,4.4,1,0,136.45
5214,824,19,6.0,4,0,246.85
5215,692,39,11.5,3,0,256.05
5216,412,41,6.5,4,0,231.17
5217,433,31,5.5,4,0,218.54
5218,317,39,7.2,2,0,178.1
5219,944,39,3.5,5,1,343.98
5220,501,20,7.6,3,0,176.24
5221,535,19,14.9,5,0,194.05
5222,491,44,10.3,1,0,200.95
5223,190,9,14.0,3,0,83.53
5224,947,25,10.2,3,0,265.62
5225,737,34,12.0,5,0,262.16
5226,977,21,11.1,1,0,241.84
5227,343,11,11.1,4,0,133.04
5228,139,35,11.9,1,1,131.25
5229,453,41,1.2,3,1,239.42
5230,587,15,13.8,2,0,156.43
5231,318,36,11.2,2,0,167.83
5232,688,6,5.7,1,0,157.59
5233,464,39,6.9,3,1,230.41
5234,237,24,9.2,4,0,148.66
5235,913,26,8.2,4,0,284.88
5236,455,33,2.0,2,0,190.53
5237,593,41,14.4,4,0,245.07
5238,68,17,3.8,5,0,122.46
5239,865,31,2.0,3,0,280.0
5240,523,30,6.3,4,1,227.62
5241,386,6,1.1,3,0,137.01
5242,131,29,10.1,2,0,120.2
5243,777,12,3.0,3,0,218.51
5244,495,39,1.0,3,1,241.4
5245,879,6,12.3,3,1,215.8
5246,89,15,10.5,4,0,99.09
5247,258,21,2.5,3,1,149.43
5248,921,24,12.2,4,0,267.6
5249,119,6,1.7,2,0,81.21
5250,378,31,11.0,3,0,167.15
5251,464,26,14.1,2,0,163.73
5252,409,5,9.6,2,0,111.15
5253,420,12,3.0,2,1,148.52
5254,881,8,5.2,3,0,226.17
5255,806,7,9.2,1,0,173.29
5256,745,27,10.4,3,0,230.45
5257,737,9,11.8,5,1,220.13
5258,178,6,14.6,2,1,69.16
5259,445,28,5.9,2,0,175.03
5260,889,6,3.3,5,0,240.89
5261,623,20,6.2,1,1,183.68
5262,529,32,7.2,3,0,213.7
5263,502,16,13.8,4,0,170.11
5264,472,10,7.0,3,0,146.58
5265,912,43,3.4,2,0,293.14
5266,413,29,10.9,4,0,181.56
5267,963,15,12.0,2,0,225.68
5268,122,35,12.3,4,0,150.35
5269,278,6,9.1,2,1,93.39
5270,501,38,11.7,3,0,204.44
5271,423,13,1.2,3,0,163.26
5272,145,5,7.9,3,1,93.77
5273,536,23,13.0,4,0,198.92
5274,111,41,14.8,3,0,146.74
5275,616,16,14.9,2,0,165.79
5276,358,10,7.5,1,0,103.88
5277,319,36,12.7,4,0,193.23
5278,207,32,10.1,4,1,166.91
5279,919,21,7.6,4,0,267.02
5280,899,18,4.2,3,0,248.2
5281,818,14,3.6,4,0,242.14
5282,823,29,7.6,1,0,225.6
5283,490,15,11.6,1,0,127.15
5284,901,33,8.2,3,0,291.28
5285,418,14,3.2,2,0,150.17
5286,387,27,11.1,5,1,203.56
5287,99,7,5.3,1,1,68.2
5288,874,5,2.5,3,0,211.76
5289,428,27,4.3,2,1,187.62
5290,654,29,4.8,3,1,239.12
5291,742,12,3.8,3,0,211.25
5292,812,33,1.0,5,0,300.4
5293,174,42,12.6,3,0,162.06
5294,317,14,13.2,3,0,120.34
5295,835,35,0.6,3,1,293.03
5296,610,30,6.5,2,0,207.91
5297,731,18,11.5,3,0,209.92
5298,680,18,3.9,3,0,212.24
5299,113,20,3.2,2,0,100.75
5300,768,25,1.9,4,0,263.95
5301,847,14,13.1,1,1,199.46
5302,550,12,6.4,3,0,169.22
5303,147,31,11.8,3,0,134.0
5304,802,37,15.0,4,0,280.73
5305,924,44,12.1,1,1,290.25
5306,329,5,14.3,3,0,96.74
5307,386,34,0.8,2,0,180.2
5308,822,41,1.5,5,0,311.7
5309,630,16,2.5,3,0,200.73
5310,506,9,4.0,3,1,164.45
5311,820,27,14.2,4,0,258.18
5312,437,19,6.8,3,0,164.68
5313,838,16,10.5,3,1,232.92
5314,774,13,4.9,4,0,226.43
5315,397,41,3.5,1,1,198.39
5316,268,26,3.3,3,0,164.75
5317,416,21,10.2,2,0,151.09
5318,758,23,9.3,3,1,237.58
5319,144,41,5.0,1,1,146.97
5320,151,36,2.0,5,0,183.54
5321,688,26,1.6,5,1,269.95
5322,228,13,4.0,1,0,95.19
5323,778,24,5.5,3,0,239.17
5324,802,38,13.2,2,1,264.2
5325,373,11,8.0,4,0,153.36
5326,257,6,8.2,4,0,115.69
5327,794,18,12.9,2,1,217.86
5328,358,17,10.8,2,1,138.78
5329,654,18,13.2,1,0,171.56
5330,685,17,8.6,2,0,192.35
5331,969,28,9.9,4,1,303.11
5332,751,10,7.4,5,0,222.89
5333,791,40,2.4,2,0,281.93
5334,409,27,12.0,3,1,170.93
5335,889,37,12.0,4,1,295.59
5336,820,12,9.6,4,0,229.92
5337,801,20,7.9,2,1,223.55
5338,668,10,8.9,3,0,184.18
5339,336,5,10.0,5,0,130.59
5340,566,32,6.6,3,0,220.59
5341,263,41,11.9,2,1,178.18
5342,761,25,7.5,4,1,253.81
5343,696,13,2.6,1,0,180.0
5344,873,14,11.0,3,1,230.82
5345,463,22,14.4,3,0,168.87
5346,767,33,4.5,4,1,278.25
5347,840,24,8.6,3,0,245.94
5348,931,7,12.1,3,1,220.62
5349,926,24,7.9,3,1,266.73
5350,824,9,12.9,2,0,196.49
5351,257,39,4.3,4,0,199.41
5352,146,14,12.8,3,1,110.1
5353,644,42,5.9,3,0,256.83
5354,725,40,11.9,2,0,247.57
5355,699,9,10.2,4,0,202.19
5356,454,40,1.2,3,1,229.43
5357,63,21,3.0,1,0,82.03
5358,807,31,14.7,3,1,252.64
5359,820,10,3.3,4,0,228.58
5360,549,21,0.8,3,0,196.26
5361,511,15,10.4,2,0,148.12
5362,797,24,3.4,2,0,233.41
5363,306,42,6.7,2,0,181.38
5364,51,28,2.3,4,1,143.87
5365,355,38,9.5,5,0,216.13
5366,199,35,6.6,4,0,174.53
5367,114,6,8.6,3,1,76.72
5368,974,36,9.9,3,0,285.17
5369,268,9,10.5,1,1,89.4
5370,243,12,0.7,2,0,112.06
5371,987,32,1.6,4,0,317.7
5372,696,44,4.7,3,0,277.87
5373,368,10,2.1,2,0,122.87
5374,865,5,6.2,4,0,222.37
5375,83,5,13.5,3,0,54.9
5376,632,35,10.9,3,1,254.57
5377,960,11,14.3,3,0,229.57
5378,893,34,8.6,3,0,282.89
5379,778,10,10.9,1,1,175.14
5380,781,39,2.9,4,1,290.11
5381,932,44,2.3,4,1,338.53
5382,368,18,1.5,3,0,163.73
5383,680,33,13.2,2,0,220.77
5384,922,40,9.3,3,1,306.05
5385,188,33,6.9,2,1,144.04
5386,616,31,2.5,2,0,221.42
5387,955,25,5.7,1,0,242.04
5388,214,31,7.0,3,0,150.51
5389,297,21,14.1,4,0,150.65
5390,497,41,11.0,3,0,222.51
5391,368,37,4.4,3,0,203.35
5392,575,26,6.7,1,0,190.68
5393,765,6,14.7,1,0,170.66
5394,283,24,1.3,3,0,160.91
5395,141,37,14.0,2,0,133.13
5396,713,24,11.6,2,1,213.05
5397,859,14,13.7,2,0,208.74
5398,361,44,6.4,5,0,232.26
5399,933,6,6.4,5,0,247.48
5400,361,37,5.0,3,0,196.34
5401,748,37,1.6,2,0,264.45
5402,966,9,1.9,3,0,240.7
5403,838,14,5.6,2,0,219.56
5404,904,39,5.4,3,0,297.64
5405,363,16,0.8,3,0,151.35
5406,577,34,7.2,5,0,259.86
5407,715,30,4.8,4,1,258.51
5408,502,43,8.0,4,0,248.02
5409,557,31,8.7,3,0,206.86
5410,518,38,9.1,2,0,210.18
5411,216,13,4.8,4,0,118.4
5412,977,40,5.2,2,0,312.24
5413,955,31,12.6,2,1,273.77
5414,917,32,7.1,3,0,279.0
5415,613,32,8.1,3,1,233.01
5416,886,16,5.9,4,0,257.09
5417,82,31,6.9,2,0,107.66
5418,783,8,10.2,4,0,201.05
5419,871,7,3.8,3,0,218.77
5420,893,24,9.2,2,1,248.26
5421,913,17,6.1,2,1,242.95
5422,480,7,14.9,1,0,106.58
5423,681,35,14.2,2,0,230.47
5424,122,34,11.4,2,0,134.97
5425,109,17,3.7,3,0,101.64
5426,373,41,5.3,4,1,225.71
5427,971,37,1.5,5,0,331.98
5428,362,11,12.3,4,0,139.86
5429,819,28,1.7,2,0,248.86
5430,158,17,6.8,4,0,109.67
5431,934,11,12.5,5,1,265.18
5432,756,38,11.7,2,1,263.58
5433,400,20,4.3,4,0,176.56
5434,157,5,3.7,5,0,113.66
5435,670,21,12.0,2,1,203.86
5436,713,41,8.6,4,0,284.19
5437,421,34,4.1,2,0,180.24
5438,543,14,13.9,4,0,172.29
5439,940,24,10.0,1,0,233.13
5440,349,26,0.9,4,1,197.49
5441,711,30,8.8,3,0,239.07
5442,823,31,11.9,5,0,277.62
5443,958,21,7.3,2,0,240.16
5444,154,36,2.2,5,0,186.17
5445,581,31,2.2,4,1,251.62
5446,671,16,1.6,2,0,201.14
5447,394,5,12.7,3,1,132.31
5448,956,26,9.6,2,0,256.93
5449,287,8,0.8,2,1,114.58
5450,727,10,10.3,3,0,190.42
5451,669,15,5.4,5,1,238.53
5452,178,12,13.5,3,1,94.36
5453,856,35,11.5,4,0,289.96
5454,549,38,14.5,3,0,215.57
5455,349,9,8.7,4,0,139.46
5456,540,17,1.6,2,1,181.78
5457,450,9,14.9,2,0,122.75
5458,188,18,4.9,4,1,137.46
5459,254,43,9.8,2,0,177.6
5460,220,13,12.5,1,0,83.57
5461,970,39,14.5,3,0,301.41
5462,926,34,1.7,3,1,301.74
5463,479,13,11.9,1,0,127.0
5464,924,26,10.2,3,0,264.82
5465,301,14,5.0,3,1,136.73
5466,190,15,0.8,3,1,134.1
5467,948,37,11.1,3,0,293.22
5468,596,31,13.3,2,0,201.31
5469,284,31,4.0,3,1,176.23
5470,898,28,7.7,2,0,252.99
5471,298,13,6.2,1,0,97.2
5472,712,34,0.9,2,0,242.59
5473,776,20,10.6,2,0,211.46
5474,529,10,12.1,5,1,189.72
5475,496,40,13.6,1,0,206.37
5476,176,7,5.5,3,0,94.71
5477,349,5,7.0,2,0,100.56
5478,108,21,12.5,2,0,89.41
5479,645,44,14.1,4,0,259.61
5480,927,18,6.5,5,0,268.57
5481,591,28,4.4,4,1,240.98
5482,53,22,2.9,2,1,102.05
5483,146,33,1.5,2,0,137.12
5484,204,40,6.5,3,1,180.7
5485,96,9,9.9,4,0,96.47
5486,253,39,11.3,4,0,175.0
5487,279,40,12.2,2,0,170.71
5488,134,18,8.1,4,0,116.66
5489,394,19,9.7,3,0,159.61
5490,897,10,11.7,2,0,205.51
5491,947,27,4.0,5,0,303.78
5492,922,30,11.0,1,1,250.58
5493,255,39,6.8,2,0,170.04
5494,795,41,14.4,5,0,291.08
5495,486,16,8.6,4,0,173.78
5496,323,14,2.9,4,1,158.27
5497,797,40,11.0,4,1,289.64
5498,721,11,0.6,2,0,185.55
5499,568,41,0.9,3,0,250.32
5500,328,27,3.5,5,0,195.98
5501,114,38,3.1,4,1,169.41
5502,665,6,10.4,3,0,175.82
5503,254,37,13.4,1,0,132.61
5504,611,19,9.8,3,0,194.59
5505,404,15,2.3,4,1,179.25
5506,912,23,10.9,4,0,251.09
5507,401,20,1.0,1,0,148.44
5508,932,14,14.8,2,1,224.54
5509,298,26,1.6,3,0,167.28
5510,796,11,1.2,3,0,221.72
5511,229,6,3.2,2,1,95.41
5512,722,12,11.0,4,0,212.32
5513,814,27,5.8,2,0,235.41
5514,853,9,6.1,1,0,189.84
5515,536,27,12.9,3,0,191.17
5516,88,39,4.4,2,1,142.17
5517,352,14,10.8,5,1,168.46
5518,613,5,6.5,2,1,162.61
5519,953,16,4.6,1,0,228.81
5520,541,33,5.4,3,1,222.69
5521,86,33,9.0,4,0,140.41
5522,152,13,4.2,2,0,83.67
5523,359,24,5.2,3,0,165.05
5524,980,6,12.0,4,0,237.51
5525,478,21,7.7,2,0,159.33
5526,922,21,7.6,4,0,270.28
5527,911,10,1.2,2,0,228.97
5528,192,8,6.0,3,0,91.12
5529,913,29,5.4,3,0,277.61
5530,593,37,5.0,2,0,226.26
5531,963,36,0.8,4,0,318.77
5532,73,12,5.6,4,1,111.16
5533,535,27,4.5,2,0,195.67
5534,61,28,6.7,4,0,129.13
5535,481,28,5.1,4,1,216.88
5536,992,7,13.2,5,0,247.92
5537,725,6,7.0,3,0,181.43
5538,489,26,4.4,4,0,201.64
5539,86,31,13.4,3,0,122.07
5540,247,17,2.1,4,0,152.15
5541,301,43,14.6,2,0,178.09
5542,500,31,11.0,5,0,222.39
5543,591,19,2.9,2,0,187.18
5544,560,36,5.8,4,1,256.6
5545,239,14,3.0,3,0,122.58
5546,716,19,6.3,3,1,224.13
5547,161,26,6.9,2,0,118.76
5548,858,30,13.4,3,0,256.71
5549,319,38,13.7,5,1,212.15
5550,153,42,0.7,2,0,166.07
5551,578,14,11.2,1,0,143.95
5552,994,12,12.5,2,1,242.11
5553,915,27,9.6,1,0,237.76
5554,256,23,14.2,2,0,112.59
5555,997,15,4.2,1,0,228.51
5556,439,22,2.3,2,0,169.31
5557,326,23,6.5,3,0,157.22
5558,99,11,10.3,2,0,67.94
5559,245,41,10.4,2,0,160.98
5560,800,14,2.4,2,0,207.7
5561,873,18,12.1,2,1,227.29
5562,128,20,9.3,2,0,100.85
5563,229,43,7.9,5,0,204.84
5564,111,17,13.8,2,1,92.97
5565,214,33,6.2,1,0,133.12
5566,677,15,2.5,4,1,225.36
5567,543,21,10.5,1,0,152.92
5568,116,12,2.7,2,0,87.62
5569,127,42,10.6,3,0,164.46
5570,239,19,13.1,2,0,104.66
5571,112,22,11.6,2,0,93.68
5572,109,13,1.5,2,0,87.65
5573,352,30,8.6,4,0,182.56
5574,680,31,10.0,3,0,234.22
5575,88,34,7.2,2,0,131.83
5576,899,6,8.8,2,0,211.94
5577,660,42,12.4,2,0,245.02
5578,499,43,4.9,2,1,230.38
5579,53,34,4.2,3,0,139.98
5580,508,36,4.8,1,0,193.05
5581,358,42,7.5,3,0,202.97
5582,613,43,1.1,4,0,273.93
5583,628,18,4.6,3,0,194.92
5584,119,14,2.7,5,0,121.53
5585,308,35,8.4,4,0,193.44
5586,365,18,3.3,4,0,158.98
5587,414,19,7.9,2,1,154.79
5588,888,33,10.7,2,1,273.52
5589,449,26,9.9,3,0,172.03
5590,501,8,8.6,3,1,151.9
5591,767,24,4.3,2,0,229.74
5592,507,23,2.0,2,1,200.19
5593,836,9,1.9,3,1,222.05
5594,706,28,4.9,3,1,244.33
5595,907,16,9.4,2,0,229.93
5596,481,13,8.1,4,0,175.38
5597,841,31,9.1,2,0,257.95
5598,676,13,6.2,2,0,182.41
5599,166,20,3.7,4,1,146.3
5600,485,42,6.4,2,0,220.53
5601,537,22,5.2,2,1,191.31
5602,169,21,4.6,3,0,126.38
5603,703,22,8.1,1,0,199.93
5604,311,34,10.4,3,0,166.66
5605,156,12,11.4,2,1,86.31
5606,985,11,4.5,4,1,262.97
5607,631,26,6.3,4,0,234.72
5608,361,32,9.4,4,0,186.77
5609,622,30,0.7,3,0,236.03
5610,205,15,8.5,1,0,82.42
5611,67,9,0.8,4,0,93.39
5612,941,28,4.3,5,0,303.0
5613,444,8,13.4,2,0,126.37
5614,138,32,11.7,2,0,132.98
5615,974,9,12.5,1,0,200.93
5616,945,26,10.5,3,0,270.77
5617,992,32,3.3,3,1,310.49
5618,913,12,6.0,4,1,260.03
5619,581,31,3.1,4,0,248.16
5620,76,21,6.6,3,1,116.01
5621,996,21,2.7,2,0,258.6
5622,913,29,12.9,2,0,253.08
5623,734,42,11.1,2,1,275.14
5624,442,21,9.7,5,0,181.72
5625,506,27,12.7,3,0,188.55
5626,574,26,12.3,3,1,211.87
5627,469,30,12.4,1,0,167.05
5628,173,8,5.0,3,0,93.09
5629,444,33,13.8,3,0,189.55
5630,692,34,4.2,2,1,243.97
5631,818,15,12.3,2,0,208.97
5632,411,44,14.5,5,0,222.9
5633,486,36,9.7,2,0,201.13
5634,861,24,10.5,1,0,216.22
5635,379,36,7.0,2,0,185.68
5636,485,8,14.7,3,1,140.83
5637,442,5,4.0,3,0,128.14
5638,84,22,1.9,2,1,104.05
5639,890,25,13.4,3,0,252.66
5640,631,16,3.3,3,0,193.39
5641,179,33,14.5,5,1,175.47
5642,585,26,10.1,1,0,177.98
5643,495,7,3.4,1,0,129.22
5644,811,26,13.0,2,0,231.56
5645,607,33,12.8,4,0,234.59
5646,507,39,6.8,2,0,200.08
5647,915,19,8.4,4,0,269.67
5648,197,8,4.3,4,0,108.55
5649,99,36,10.3,3,0,139.76
5650,737,29,3.0,5,1,286.01
5651,694,24,5.3,4,1,245.99
5652,188,29,3.8,3,1,151.11
5653,912,26,4.4,2,0,260.33
5654,600,28,3.7,3,0,216.49
5655,707,25,3.0,2,0,226.75
5656,135,35,9.2,4,0,155.06
5657,276,18,10.9,2,0,109.12
5658,853,42,7.7,1,0,264.91
5659,791,30,3.5,1,0,237.36
5660,572,29,12.4,2,0,192.62
5661,641,44,3.1,3,0,274.57
5662,952,11,5.6,3,0,245.19
5663,953,13,9.3,2,1,241.14
5664,852,5,6.1,2,0,197.53
5665,708,41,1.1,4,1,290.32
5666,231,23,7.1,3,0,137.07
5667,393,41,5.0,2,0,200.64
5668,756,8,12.6,2,1,180.64
5669,66,43,4.9,2,1,159.23
5670,244,21,5.1,1,0,122.26
5671,521,20,7.7,5,0,203.22
5672,332,25,1.9,1,1,146.74
5673,680,19,10.5,4,0,221.39
5674,592,21,9.4,4,0,204.48
5675,247,5,8.6,3,1,103.14
5676,663,31,11.2,3,0,233.82
5677,126,25,2.4,1,0,105.99
5678,513,33,14.4,5,0,225.4
5679,81,15,1.3,2,1,109.05
5680,495,42,11.5,2,0,208.01
5681,105,39,14.9,3,0,143.12
5682,819,29,2.3,3,0,264.05
5683,823,37,1.1,2,0,274.47
5684,161,35,12.4,5,1,171.07
5685,63,21,0.6,4,0,125.18
5686,665,22,8.0,2,0,197.02
5687,268,33,0.7,3,1,191.59
5688,251,14,6.2,3,0,128.66
5689,926,36,4.6,3,1,304.32
5690,477,23,5.7,3,1,187.7
5691,279,44,7.1,3,1,209.61
5692,607,15,10.5,3,1,189.73
5693,972,33,14.0,4,1,301.21
5694,77,27,13.8,4,0,115.7
