ID_Diagnostico,Amplitud_Ruido_dB,Frecuencia_Pico_Hz,Temperatura_Cojinete_C,Flujo_Lubricante_L_min,Corriente_Motor_Amp,Categoria_Falla
4444,97.5,1169.0,53.1,4.69,12.93,0
4445,57.0,245.0,25.0,4.0,13.99,0
4446,61.3,2975.0,33.0,4.33,11.12,0
4447,59.3,2545.0,85.4,0.99,16.43,1
4448,99.8,2169.0,40.6,1.64,18.22,0
4449,109.8,1915.0,59.5,1.65,17.77,0
4450,72.8,365.0,59.5,0.99,17.02,0
4451,97.3,2204.0,63.3,1.0,12.67,0
4452,96.8,1329.0,35.0,2.01,18.11,0
4453,93.2,321.0,59.2,3.07,12.71,0
4454,98.3,1865.0,28.9,1.08,17.66,0
4455,54.6,364.0,42.1,3.49,15.56,0
4456,76.0,1165.0,72.2,3.83,10.67,0
4457,107.5,166.0,73.0,1.13,15.41,0
4458,53.8,572.0,43.6,3.04,17.46,0
4459,105.6,1283.0,79.2,3.48,6.56,0
4460,83.2,2185.0,54.4,4.6,14.09,0
4461,108.4,2372.0,47.7,1.99,11.24,0
4462,42.9,2089.0,27.1,4.36,11.08,0
4463,44.1,1911.0,58.6,3.16,14.45,0
4464,107.4,1222.0,40.9,4.17,13.34,0
4465,97.1,2746.0,37.2,1.59,11.81,0
4466,105.6,704.0,74.7,1.26,20.28,2
4467,68.1,222.0,46.2,1.03,10.7,0
4468,76.7,1713.0,55.9,2.18,19.53,0
4469,56.5,2403.0,92.1,2.44,14.16,0
4470,61.2,2226.0,40.9,2.03,17.1,0
4471,67.1,1597.0,44.3,1.54,19.86,0
4472,94.1,2118.0,55.2,1.03,14.68,0
4473,75.0,1831.0,75.4,4.66,12.42,0
4474,91.1,2909.0,49.1,4.91,9.73,0
4475,106.5,1233.0,41.1,2.85,11.71,0
4476,74.6,1018.0,59.6,1.36,13.66,0
4477,102.9,1429.0,51.3,4.01,17.62,0
4478,105.3,2182.0,49.8,2.19,13.12,0
4479,40.3,1713.0,90.5,3.82,18.87,0
4480,79.6,1920.0,50.1,2.71,18.9,0
4481,59.8,142.0,61.2,3.81,10.72,0
4482,84.3,157.0,48.2,0.66,17.65,0
4483,81.1,447.0,40.3,1.71,21.29,0
4484,44.3,2457.0,28.0,4.73,14.64,0
4485,40.5,1946.0,52.5,1.67,17.52,0
4486,96.4,1508.0,57.5,0.85,18.45,0
4487,80.4,1378.0,74.0,4.27,14.63,0
4488,106.6,1124.0,58.3,4.72,10.58,0
4489,84.6,134.0,59.9,4.29,11.11,0
4490,92.0,1224.0,87.5,1.44,21.41,1
4491,91.0,1019.0,58.8,1.75,9.92,0
4492,72.9,901.0,31.3,3.58,16.47,0
4493,47.5,1077.0,34.0,0.83,13.77,0
4494,80.7,480.0,49.6,3.57,10.94,0
4495,83.2,1692.0,70.3,4.52,9.72,0
4496,61.1,1544.0,61.7,4.71,15.53,0
4497,61.6,1051.0,30.7,2.81,16.71,0
4498,92.4,419.0,57.6,4.78,19.19,0
4499,89.6,859.0,80.8,3.44,10.76,0
4500,100.4,978.0,44.5,2.3,15.11,0
4501,50.7,365.0,105.6,3.7,19.3,0
4502,48.5,606.0,25.9,4.83,10.78,0
4503,42.3,2493.0,37.4,2.86,13.56,0
4504,65.5,392.0,46.2,2.48,14.99,0
4505,74.6,364.0,52.2,2.73,15.53,0
4506,100.5,2349.0,52.3,1.92,19.93,0
4507,104.1,1770.0,54.3,3.23,13.56,0
4508,90.5,944.0,59.0,2.89,10.59,0
4509,105.7,1119.0,59.3,3.03,9.94,0
4510,92.9,1285.0,38.2,0.98,14.5,0
4511,103.5,2984.0,52.5,4.17,18.31,0
4512,99.7,258.0,57.2,3.0,16.16,0
4513,65.0,2122.0,79.3,2.81,18.69,0
4514,49.6,1262.0,50.2,2.26,12.5,0
4515,57.3,2671.0,26.7,4.82,11.69,0
4516,58.0,645.0,83.3,2.5,15.4,0
4517,56.3,1926.0,36.7,4.9,15.98,0
4518,93.5,1622.0,45.8,3.06,9.91,0
4519,55.4,1269.0,44.1,1.63,11.35,0
4520,53.2,2234.0,36.1,2.21,9.23,0
4521,105.2,1190.0,49.4,3.88,20.4,2
4522,61.9,2774.0,62.0,1.89,17.37,0
4523,92.1,614.0,25.0,4.92,15.01,0
4524,92.7,1941.0,40.8,2.05,21.84,2
4525,60.0,858.0,50.6,2.62,20.88,0
4526,45.4,165.0,50.0,3.45,15.15,0
4527,45.5,303.0,50.1,3.41,18.57,0
4528,70.1,2012.0,65.0,4.54,19.25,0
4529,106.8,2309.0,54.4,2.93,19.72,0
4530,77.0,1912.0,41.3,2.29,20.36,0
4531,43.7,1787.0,67.4,3.02,16.84,0
4532,80.0,2122.0,56.0,4.85,17.67,0
4533,108.0,102.0,43.2,0.65,17.3,0
4534,47.1,1441.0,51.7,1.42,11.88,0
4535,48.2,2038.0,86.5,4.63,12.29,0
4536,101.3,815.0,37.6,4.34,27.02,2
4537,46.1,920.0,40.6,1.17,6.46,0
4538,54.3,2654.0,68.6,2.19,21.4,0
4539,89.6,1601.0,53.8,2.7,18.52,0
4540,62.1,1587.0,52.5,0.77,8.75,0
4541,100.5,1113.0,31.2,3.88,17.09,0
4542,103.0,1817.0,29.6,1.07,17.88,0
4543,62.4,2446.0,71.9,1.41,15.85,0
4544,41.1,2863.0,42.6,2.44,11.29,0
4545,53.1,925.0,66.0,2.04,19.2,0
4546,51.8,527.0,57.7,0.71,13.22,0
4547,83.9,2021.0,65.1,2.75,14.34,0
4548,90.8,1919.0,61.2,1.1,16.93,0
4549,65.5,1570.0,34.0,0.93,21.37,0
4550,64.3,481.0,74.9,0.57,17.67,0
4551,56.1,863.0,66.6,4.84,13.31,0
4552,41.3,2431.0,70.8,4.66,20.13,0
4553,99.7,1535.0,51.8,2.0,18.32,0
4554,64.6,2371.0,60.1,1.83,15.5,0
4555,95.4,1895.0,70.3,1.51,18.9,0
4556,63.9,895.0,52.8,2.12,19.77,0
4557,94.4,2553.0,51.1,2.47,11.22,0
4558,83.7,1972.0,66.0,0.94,16.28,0
4559,63.3,2775.0,71.1,2.29,13.48,0
4560,50.0,2718.0,106.8,3.59,9.73,0
4561,40.7,2553.0,39.2,3.27,14.1,0
4562,70.6,1785.0,51.1,0.73,17.64,0
4563,75.7,1558.0,57.7,4.64,15.95,0
4564,73.6,382.0,52.0,0.92,19.93,0
4565,47.3,1690.0,51.2,3.98,9.82,0
4566,52.0,2488.0,74.3,1.3,15.33,0
4567,102.7,2435.0,47.7,4.44,20.07,2
4568,66.9,2564.0,57.6,1.85,14.25,0
4569,56.6,1237.0,90.2,2.65,14.45,0
4570,108.6,1658.0,51.7,4.58,14.93,0
4571,84.7,2228.0,65.6,4.59,20.13,0
4572,78.2,2490.0,65.2,3.02,16.39,0
4573,62.7,1842.0,61.9,1.37,14.52,0
4574,58.3,1288.0,34.8,4.0,11.72,0
4575,66.8,1572.0,50.9,1.46,15.08,0
4576,52.3,357.0,44.3,3.91,8.3,0
4577,69.3,1198.0,67.7,2.65,11.2,0
4578,91.8,742.0,52.8,4.17,9.84,0
4579,48.9,838.0,55.4,1.25,10.91,0
4580,52.9,1689.0,30.8,1.82,8.18,0
4581,43.8,1836.0,48.9,2.6,15.38,0
4582,100.1,1185.0,30.6,3.04,11.05,0
4583,40.1,774.0,40.6,3.17,20.67,0
4584,109.1,1740.0,45.7,4.7,20.13,2
4585,80.3,1950.0,52.8,3.44,13.3,0
4586,41.3,888.0,76.5,2.21,15.44,0
4587,103.9,2524.0,40.9,4.49,8.65,0
4588,69.2,1738.0,71.4,3.44,19.73,0
4589,90.4,1948.0,61.1,1.03,16.42,0
4590,51.7,2744.0,86.5,1.72,10.36,1
4591,57.5,805.0,25.0,2.38,21.66,0
4592,96.2,2740.0,43.3,0.52,17.96,0
4593,87.9,324.0,25.0,2.63,16.04,0
4594,76.4,2979.0,37.5,0.79,10.46,0
4595,52.5,1910.0,85.2,1.08,19.3,1
4596,49.2,888.0,53.3,2.46,16.8,0
4597,76.0,2294.0,33.7,3.37,11.61,0
4598,67.6,1589.0,58.9,1.0,18.75,0
4599,101.3,955.0,53.8,0.8,12.93,0
4600,75.4,2769.0,77.8,3.85,16.83,0
4601,94.4,1393.0,51.7,4.94,13.61,0
4602,103.3,2891.0,64.8,2.4,16.05,0
4603,91.9,918.0,70.2,4.26,22.54,2
4604,51.4,1230.0,78.2,2.13,10.02,0
4605,74.7,1344.0,51.9,1.49,10.94,0
4606,84.1,534.0,70.6,4.85,19.35,0
4607,57.6,1597.0,35.6,3.59,13.04,0
4608,57.7,635.0,57.7,3.95,5.0,0
4609,59.4,2293.0,45.5,0.7,9.71,0
4610,60.2,2658.0,35.9,3.99,15.58,0
4611,81.6,2026.0,54.7,4.74,20.96,0
4612,105.3,2668.0,31.6,2.95,19.34,0
4613,73.9,2043.0,41.2,4.89,19.96,0
4614,104.2,1299.0,68.7,1.66,11.12,0
4615,85.9,661.0,93.7,1.52,12.63,1
4616,108.0,2404.0,64.1,0.51,16.46,0
4617,105.3,2797.0,59.4,3.41,18.55,0
4618,52.0,638.0,39.4,1.22,19.51,0
4619,102.4,1578.0,74.5,3.92,5.0,0
4620,96.1,1735.0,65.5,2.93,13.71,0
4621,52.0,1962.0,42.8,4.22,10.88,0
4622,43.5,856.0,48.4,0.79,14.43,0
4623,96.3,1012.0,93.5,1.22,14.09,1
4624,58.4,1804.0,55.5,1.38,18.59,0
4625,72.9,2211.0,36.2,3.11,23.54,0
4626,80.2,665.0,73.7,2.17,19.04,0
4627,97.5,1928.0,47.7,1.41,14.97,0
4628,92.3,693.0,60.7,4.62,16.71,0
4629,107.2,988.0,46.8,1.9,24.88,2
4630,93.6,121.0,32.3,0.59,12.28,0
4631,57.9,809.0,87.6,4.06,8.39,0
4632,47.5,1209.0,32.5,0.86,14.17,0
4633,101.8,758.0,68.4,1.58,6.0,0
4634,82.5,438.0,73.9,4.74,21.71,0
4635,78.6,1922.0,37.2,3.85,19.6,0
4636,46.2,1636.0,44.3,0.88,18.85,0
4637,41.8,1018.0,44.1,0.52,20.18,0
4638,71.7,849.0,62.4,1.24,11.3,0
4639,88.1,1312.0,25.0,4.01,13.63,0
4640,85.9,699.0,36.6,3.52,21.75,2
4641,60.4,778.0,80.3,5.0,17.69,0
4642,109.4,1131.0,62.0,0.77,12.09,0
4643,99.9,130.0,58.7,2.85,17.15,0
4644,52.6,865.0,65.2,3.35,13.06,0
4645,88.7,1407.0,25.0,3.29,15.78,0
4646,57.7,2468.0,36.1,2.66,19.69,0
4647,44.5,1323.0,38.8,2.12,12.76,0
4648,44.2,276.0,47.5,0.78,17.64,0
4649,54.6,2785.0,46.5,0.78,12.91,0
4650,60.7,1950.0,70.2,2.42,12.13,0
4651,54.4,1782.0,31.8,0.99,15.39,0
4652,93.2,2566.0,38.1,4.63,20.94,2
4653,98.1,2089.0,62.7,2.99,13.5,0
4654,84.1,1215.0,65.6,4.99,15.02,0
4655,75.3,1079.0,45.4,2.28,16.15,0
4656,109.7,521.0,57.9,0.98,17.69,0
4657,69.5,2108.0,51.8,0.91,15.04,0
4658,47.7,417.0,77.8,3.15,21.5,0
4659,46.3,2692.0,34.4,1.73,15.13,0
4660,43.3,1223.0,81.7,0.67,17.9,0
4661,108.8,2104.0,62.9,2.36,15.77,0
4662,108.9,227.0,49.8,0.5,11.77,0
4663,76.2,1406.0,37.1,2.15,13.52,0
4664,77.3,954.0,27.2,2.34,11.74,0
4665,78.8,1351.0,68.1,4.76,20.45,0
4666,46.5,1467.0,56.8,0.91,11.36,0
4667,47.8,2387.0,44.5,3.05,14.25,0
4668,82.1,2457.0,36.2,3.79,15.97,0
4669,59.4,2212.0,56.0,4.31,8.55,0
4670,90.8,1465.0,64.7,4.93,18.38,0
4671,91.5,1867.0,44.3,0.57,12.35,0
4672,62.3,1738.0,25.0,4.55,15.67,0
4673,67.3,2698.0,84.4,1.6,10.52,0
4674,80.0,487.0,61.9,4.5,13.19,0
4675,55.4,1766.0,32.4,2.75,14.03,0
4676,98.0,161.0,51.4,4.94,14.97,0
4677,66.9,1125.0,25.0,0.62,15.43,0
4678,91.3,2425.0,57.0,1.12,10.37,0
4679,51.8,582.0,53.7,0.96,18.89,0
4680,84.6,1043.0,55.5,1.43,16.16,0
4681,76.0,215.0,52.1,0.85,17.19,0
4682,83.4,2819.0,65.9,0.98,18.29,0
4683,105.1,1093.0,32.7,3.0,16.87,0
4684,105.1,2547.0,29.3,1.25,12.0,0
4685,86.4,345.0,33.6,1.73,16.63,0
4686,106.3,2596.0,40.4,3.97,15.9,0
4687,42.8,1061.0,53.7,2.16,11.39,0
4688,88.8,808.0,63.7,1.54,8.21,0
4689,84.8,686.0,43.2,0.93,9.89,0
4690,54.3,1387.0,73.3,3.58,13.23,0
4691,76.0,857.0,45.7,3.86,13.67,0
4692,43.7,239.0,52.3,0.93,19.4,0
4693,94.1,2067.0,53.8,1.29,11.25,0
4694,82.1,2140.0,61.4,1.15,6.89,0
4695,58.5,1992.0,69.8,3.2,16.82,0
4696,55.8,246.0,47.7,3.64,15.75,0
4697,79.1,2312.0,58.1,4.73,18.47,0
4698,49.8,841.0,39.2,3.04,21.57,0
4699,54.8,1872.0,48.3,1.34,5.0,0
4700,44.3,1222.0,25.0,3.77,16.7,0
4701,108.7,2377.0,25.0,4.31,12.68,0
4702,58.1,891.0,28.5,2.32,12.12,0
4703,60.3,997.0,26.7,2.71,8.17,0
4704,48.4,1086.0,56.7,1.19,15.17,0
4705,45.9,1842.0,78.5,0.87,9.05,0
4706,98.8,1611.0,90.3,2.25,16.88,0
4707,52.8,393.0,87.3,2.31,16.38,0
4708,54.6,2496.0,58.8,1.06,16.98,0
4709,74.3,2894.0,25.0,1.76,13.24,0
4710,50.9,1348.0,63.1,1.33,14.82,0
4711,104.7,2957.0,25.0,1.9,15.53,0
4712,86.3,566.0,34.5,1.07,18.57,0
4713,99.4,2433.0,91.8,4.5,16.92,0
4714,88.4,2440.0,52.3,1.98,12.44,0
4715,80.7,2466.0,33.7,1.86,12.23,0
4716,55.9,1635.0,45.3,4.79,19.04,0
4717,108.9,265.0,43.7,1.44,15.67,0
4718,82.4,2827.0,69.3,4.03,11.73,0
4719,97.3,2645.0,28.0,2.44,16.81,0
4720,92.1,1830.0,65.9,3.46,13.09,0
4721,59.7,275.0,25.0,3.85,11.03,0
4722,44.0,1896.0,25.0,4.47,12.21,0
4723,82.6,1565.0,80.5,0.57,13.95,0
4724,98.4,1761.0,47.9,4.5,19.91,0
4725,67.6,691.0,70.6,1.32,9.71,0
4726,81.9,262.0,41.3,1.69,16.8,0
4727,105.2,1889.0,54.0,4.73,16.71,0
4728,48.3,1950.0,62.2,4.86,20.58,0
4729,53.8,1901.0,38.1,1.67,16.49,0
4730,91.1,302.0,53.5,4.85,14.2,0
4731,61.9,2402.0,52.7,3.36,14.35,0
4732,74.3,2982.0,33.3,0.52,6.07,0
4733,59.4,603.0,63.4,3.5,19.67,0
4734,77.6,1481.0,65.3,0.62,18.86,0
4735,56.4,431.0,54.3,4.17,15.66,0
4736,84.8,197.0,51.7,3.99,11.68,0
4737,70.7,760.0,62.7,3.26,13.84,0
4738,56.4,2623.0,62.5,4.82,20.23,0
4739,109.7,2430.0,35.6,2.88,9.09,0
4740,83.1,2632.0,55.6,3.95,12.47,0
4741,40.8,431.0,73.0,4.17,16.54,0
4742,67.7,279.0,63.4,4.09,17.52,0
4743,96.9,147.0,38.3,4.72,11.66,0
4744,48.6,1611.0,59.9,2.74,14.08,0
4745,104.6,796.0,65.2,3.44,19.59,0
4746,104.3,2282.0,72.4,0.88,16.01,0
4747,74.9,2861.0,48.2,2.48,20.5,0
4748,78.9,1680.0,69.0,4.36,14.18,0
4749,83.9,442.0,61.5,3.19,5.0,0
4750,83.6,296.0,40.7,4.46,14.88,0
4751,87.2,1040.0,76.9,4.92,8.88,0
4752,101.2,761.0,42.7,4.12,18.93,0
4753,49.1,2503.0,53.9,1.11,11.22,0
4754,58.3,634.0,31.8,0.81,16.03,0
4755,73.2,2032.0,53.6,1.99,22.01,0
4756,86.0,1192.0,44.7,2.08,12.97,0
4757,65.6,2602.0,44.1,3.45,15.32,0
4758,52.3,534.0,25.0,2.0,17.34,0
4759,96.3,807.0,89.0,2.82,14.53,0
4760,83.9,1799.0,32.6,1.59,17.63,0
4761,41.7,2805.0,55.9,1.64,14.12,0
4762,73.0,1649.0,51.6,1.5,13.55,0
4763,48.1,919.0,60.2,3.94,13.31,0
4764,84.5,2841.0,25.0,4.98,16.93,0
4765,73.9,534.0,68.7,2.55,15.21,0
4766,95.9,483.0,38.6,3.0,11.72,0
4767,92.9,1590.0,39.7,3.78,14.36,0
4768,83.0,1388.0,68.7,1.01,18.53,0
4769,94.4,1922.0,54.0,0.56,20.34,2
4770,74.1,682.0,58.9,2.01,20.83,0
4771,49.0,1403.0,26.0,2.63,14.47,0
4772,62.9,706.0,54.0,3.4,11.26,0
4773,101.1,2476.0,70.9,4.24,14.53,0
4774,106.0,1999.0,55.7,0.58,10.94,0
4775,66.1,586.0,77.3,4.8,9.32,0
4776,50.6,1516.0,73.2,3.65,12.9,0
4777,42.1,2689.0,36.1,2.75,16.69,0
4778,41.9,1329.0,71.8,1.58,10.38,0
4779,64.0,2462.0,75.8,3.26,14.26,0
4780,89.9,530.0,48.7,2.92,17.89,0
4781,62.7,1654.0,43.6,1.05,15.28,0
4782,54.8,2528.0,45.8,1.86,22.07,0
4783,46.3,1414.0,56.4,3.39,15.3,0
4784,109.3,2632.0,55.1,1.5,12.54,0
4785,103.9,792.0,56.2,1.06,8.48,0
4786,108.6,808.0,43.2,1.63,16.94,0
4787,105.1,2160.0,31.5,2.62,12.31,0
4788,59.4,118.0,69.3,4.6,5.0,0
4789,59.6,1978.0,84.6,3.49,7.31,0
4790,79.6,192.0,71.3,0.67,16.42,0
4791,88.7,750.0,54.4,2.56,8.72,0
4792,100.7,1784.0,53.5,1.09,11.95,0
4793,106.5,1256.0,56.1,4.42,15.62,0
4794,60.8,361.0,57.8,1.19,17.2,0
4795,93.5,2482.0,62.8,3.55,16.31,0
4796,72.3,2721.0,32.6,3.01,14.38,0
4797,70.1,2334.0,91.6,3.18,18.75,0
4798,68.2,2062.0,46.5,1.98,19.81,0
4799,64.6,2107.0,32.8,0.73,23.31,0
4800,58.4,2845.0,62.2,4.79,12.34,0
4801,49.1,404.0,57.7,1.74,11.75,0
4802,66.5,940.0,48.6,2.75,16.94,0
4803,76.5,1855.0,65.8,2.64,18.81,0
4804,91.2,274.0,46.9,4.45,14.06,0
4805,64.0,2739.0,68.5,1.26,17.14,0
4806,44.4,2026.0,27.6,4.95,13.31,0
4807,106.1,649.0,49.8,0.84,17.37,0
4808,71.2,2602.0,64.0,2.75,21.0,0
4809,77.3,143.0,109.8,2.78,11.38,0
4810,56.9,2592.0,71.0,4.85,10.66,0
4811,72.8,2438.0,67.1,1.24,12.29,0
4812,48.3,333.0,69.2,1.12,14.09,0
4813,102.6,2731.0,47.5,3.11,21.84,2
4814,96.8,2973.0,70.3,0.74,18.51,0
4815,52.8,778.0,65.9,2.54,15.22,0
4816,72.0,1153.0,64.6,3.41,15.17,0
4817,104.4,476.0,35.3,1.18,18.53,0
4818,50.6,636.0,50.6,2.45,11.56,0
4819,48.5,736.0,68.1,4.94,15.63,0
4820,80.9,2079.0,70.0,4.37,19.2,0
4821,96.1,2571.0,40.2,1.54,9.09,0
4822,78.5,892.0,42.8,2.17,17.91,0
4823,65.3,143.0,70.1,0.61,15.08,0
4824,62.6,2416.0,65.7,2.42,13.52,0
4825,59.3,1116.0,57.3,3.23,16.72,0
4826,82.6,157.0,98.0,2.63,8.9,0
4827,74.7,2447.0,93.6,2.03,18.82,0
4828,101.2,2067.0,53.5,3.91,17.53,0
4829,61.2,187.0,60.7,1.81,15.49,0
4830,55.0,2017.0,38.8,4.98,20.25,0
4831,100.5,1051.0,58.3,2.97,12.21,0
4832,69.7,1769.0,61.0,4.7,11.81,0
4833,105.9,775.0,87.4,1.93,13.98,1
4834,100.7,1848.0,46.1,1.88,14.66,0
4835,93.4,1793.0,77.5,3.39,9.88,0
4836,104.1,2860.0,80.8,2.13,8.47,0
4837,58.3,248.0,93.3,3.74,24.92,0
4838,70.4,1582.0,69.4,3.15,18.54,0
4839,71.0,2559.0,33.3,3.84,23.1,0
4840,80.9,771.0,28.0,4.31,15.23,0
4841,102.2,1113.0,34.9,4.02,18.05,0
4842,95.9,1554.0,55.6,3.1,16.52,0
4843,88.3,489.0,54.7,2.44,10.61,0
4844,99.3,2992.0,40.1,1.74,9.68,0
4845,91.9,1378.0,67.4,1.16,16.11,0
4846,72.8,1623.0,61.9,4.16,11.51,0
4847,108.7,1277.0,87.8,2.33,16.32,0
4848,83.3,136.0,33.1,4.04,11.33,0
4849,70.4,1167.0,48.7,1.32,14.03,0
4850,103.8,1210.0,42.6,1.6,17.73,0
4851,87.6,147.0,48.7,3.01,17.44,0
4852,105.7,2938.0,79.9,3.29,12.79,0
4853,68.5,340.0,70.2,1.18,13.84,0
4854,74.2,1563.0,92.1,0.96,16.8,1
4855,92.7,1795.0,36.3,3.51,14.61,0
4856,71.3,2647.0,52.7,3.44,9.97,0
4857,75.2,2242.0,38.2,1.52,10.97,0
4858,108.9,2686.0,33.5,1.25,11.87,0
4859,95.5,1296.0,47.7,1.81,11.85,0
4860,54.0,2860.0,42.9,1.62,15.13,0
4861,53.0,1290.0,48.0,1.97,15.51,0
4862,49.1,2954.0,110.6,4.54,21.46,0
4863,109.0,1327.0,62.1,1.7,17.19,0
4864,54.1,1275.0,86.1,4.44,16.58,0
4865,97.9,2165.0,44.1,4.93,9.35,0
4866,53.2,1763.0,72.2,0.97,19.89,0
4867,44.0,2109.0,63.9,0.63,18.54,0
4868,58.4,1134.0,43.8,2.71,5.0,0
4869,100.9,139.0,88.1,3.08,11.14,0
4870,43.5,1457.0,58.6,3.82,13.43,0
4871,53.0,1092.0,49.6,4.39,17.5,0
4872,63.4,1819.0,60.0,1.93,17.67,0
4873,86.0,2218.0,64.8,1.22,15.74,0
4874,61.6,1501.0,52.2,2.57,12.71,0
4875,41.5,2298.0,54.5,4.43,15.06,0
4876,41.5,570.0,67.1,1.99,19.28,0
4877,95.8,2769.0,58.0,4.48,17.32,0
4878,96.7,467.0,38.5,1.55,12.18,0
4879,45.1,1320.0,55.2,3.18,21.15,0
4880,68.8,2119.0,81.9,1.29,8.05,0
4881,43.3,1462.0,25.0,0.77,7.61,0
4882,91.4,1201.0,63.5,4.57,9.26,0
4883,43.0,1409.0,48.8,2.14,15.43,0
4884,61.1,2388.0,60.0,3.6,18.15,0
4885,106.3,1852.0,60.4,1.6,11.67,0
4886,103.1,2825.0,73.9,2.9,13.08,0
4887,109.3,761.0,58.4,4.65,11.95,0
4888,96.9,416.0,40.9,1.85,16.56,0
4889,78.2,737.0,40.6,1.07,13.79,0
4890,56.2,2192.0,52.3,4.69,18.01,0
4891,52.5,1517.0,57.3,3.24,15.34,0
4892,56.7,1276.0,36.6,1.17,25.29,0
4893,92.8,546.0,76.8,1.53,19.67,0
4894,78.0,2977.0,30.8,3.46,11.96,0
4895,94.5,2938.0,25.6,2.1,14.31,0
4896,42.1,1346.0,53.9,0.67,13.29,0
4897,46.2,1113.0,36.3,4.7,9.98,0
4898,102.1,993.0,80.3,4.11,12.39,0
4899,87.8,2067.0,31.1,2.7,13.72,0
4900,66.2,2245.0,68.3,1.36,18.56,0
4901,43.2,1191.0,36.8,4.13,20.5,0
4902,104.7,2932.0,62.2,0.56,17.41,0
4903,42.2,2887.0,25.0,0.51,18.97,0
4904,80.2,273.0,59.6,2.84,21.1,0
4905,44.5,1312.0,60.6,3.88,13.52,0
4906,91.7,2537.0,25.0,4.16,16.56,0
4907,68.7,256.0,57.9,3.26,10.07,0
4908,58.2,2132.0,55.4,3.94,20.58,0
4909,59.1,144.0,78.6,1.57,12.11,0
4910,49.9,739.0,58.7,1.45,17.67,0
4911,80.8,1143.0,60.4,4.73,21.26,0
4912,96.2,301.0,50.0,1.29,16.86,0
4913,103.9,2092.0,42.4,2.37,18.01,0
4914,104.7,1559.0,50.7,4.45,18.62,0
4915,47.6,1556.0,63.6,3.96,11.98,0
4916,102.6,429.0,113.3,2.55,15.86,0
4917,76.2,2128.0,67.5,3.87,14.85,0
4918,85.2,1760.0,38.8,3.62,11.3,0
4919,89.1,1104.0,78.4,3.34,18.83,0
4920,46.9,2559.0,102.0,1.5,14.99,1
4921,100.9,1112.0,68.5,2.94,10.15,0
4922,109.4,1975.0,38.3,2.48,14.94,0
4923,86.7,1918.0,43.6,4.15,13.05,0
4924,57.6,2203.0,52.4,1.68,7.75,0
4925,62.0,561.0,81.4,4.72,18.66,0
4926,91.0,1592.0,56.4,2.69,18.05,0
4927,59.4,1487.0,46.6,3.22,15.81,0
4928,48.5,1827.0,31.2,2.03,15.32,0
4929,81.7,2439.0,50.3,4.76,12.96,0
4930,85.4,2265.0,34.2,0.58,13.87,0
4931,78.8,2862.0,59.2,1.58,16.48,0
4932,75.7,1582.0,26.9,0.85,14.4,0
4933,94.6,1267.0,58.9,2.88,16.55,0
4934,63.3,1324.0,75.4,2.6,16.32,0
4935,103.3,2571.0,25.0,1.35,7.97,0
4936,95.9,2085.0,88.8,1.44,14.2,1
4937,46.4,2065.0,51.3,2.61,11.15,0
4938,106.7,1309.0,58.3,3.8,15.39,0
4939,97.4,244.0,47.1,2.76,16.78,0
4940,71.5,2903.0,61.2,4.44,18.6,0
4941,76.6,1371.0,58.2,4.83,19.38,0
4942,53.6,2885.0,29.6,0.98,12.77,0
4943,93.7,973.0,59.3,2.84,13.27,0
4944,81.5,1795.0,70.8,4.68,11.95,0
4945,84.7,753.0,49.8,3.56,17.35,0
4946,71.7,2768.0,52.4,1.66,12.25,0
4947,107.8,672.0,56.1,2.71,15.55,0
4948,82.7,2232.0,42.3,0.59,16.19,0
4949,96.0,2994.0,94.8,1.6,18.07,1
4950,66.3,718.0,25.1,0.72,11.91,0
4951,44.4,1125.0,44.0,3.61,19.17,0
4952,90.5,947.0,43.6,2.41,13.38,0
4953,76.0,2836.0,47.8,2.15,13.55,0
4954,95.3,1690.0,59.5,3.34,10.41,0
4955,43.0,2519.0,43.8,4.19,21.15,0
4956,109.6,2692.0,69.8,3.93,11.13,0
4957,88.6,1936.0,95.8,3.4,13.48,0
4958,78.0,1807.0,81.1,3.8,14.55,0
4959,79.3,833.0,65.9,1.08,27.27,0
4960,70.9,1519.0,50.3,1.83,15.16,0
4961,101.9,932.0,49.2,2.73,14.16,0
4962,96.7,1024.0,43.1,3.76,20.64,2
4963,61.7,767.0,69.3,4.47,18.31,0
4964,95.8,595.0,53.4,1.95,16.58,0
4965,93.9,219.0,29.0,0.77,10.7,0
4966,100.2,989.0,34.9,3.97,13.03,0
4967,81.4,1160.0,88.2,4.75,22.88,0
4968,84.6,1426.0,70.1,2.73,18.96,0
4969,62.4,601.0,25.0,0.62,6.7,0
4970,102.3,2105.0,41.2,3.27,16.57,0
4971,72.4,2782.0,65.1,3.42,16.05,0
4972,94.9,967.0,35.2,3.89,20.14,2
4973,58.2,593.0,69.8,4.7,15.2,0
4974,63.6,2837.0,50.3,2.66,18.67,0
4975,41.2,163.0,36.9,0.81,5.56,0
4976,57.3,2864.0,32.8,2.45,14.42,0
4977,102.7,2096.0,59.5,4.73,13.85,0
4978,70.6,2080.0,67.1,3.15,19.03,0
4979,83.4,1113.0,72.3,3.63,12.69,0
4980,98.0,2515.0,34.6,1.98,13.87,0
4981,94.5,2158.0,48.9,3.67,9.58,0
4982,70.8,1881.0,48.5,4.29,20.78,0
4983,87.0,1024.0,34.8,3.11,12.38,0
4984,47.8,2809.0,46.4,3.47,17.79,0
