ID_Monitoreo,Ocupacion_Buffer_Pct,Tiempo_Paro_Acumulado_Min,Eficiencia_OEE_Pct,Velocidad_Ensamblaje_Ppm,Alertas_SCADA_Turno,Anomalia_Cuello_Botella
5108,27.8,2.5,96.3,40.7,2,0
5109,27.3,1.8,78.1,55.4,3,0
5110,40.0,3.4,86.6,37.4,2,0
5111,17.5,18.2,94.0,38.8,4,0
5112,69.8,53.7,62.2,37.9,2,0
5113,59.9,8.8,56.2,35.6,3,0
5114,54.3,20.0,92.0,37.7,4,0
5115,38.8,15.2,53.7,31.6,2,0
5116,22.5,11.7,62.2,38.2,1,0
5117,38.0,11.6,86.3,39.5,1,0
5118,11.9,85.6,57.6,30.5,4,0
5119,80.8,15.7,50.7,43.1,2,0
5120,67.4,18.4,61.0,32.9,2,0
5121,95.4,35.1,54.2,37.7,3,1
5122,48.3,5.7,92.4,35.2,3,0
5123,59.7,2.1,76.9,38.0,2,0
5124,91.8,12.9,50.9,44.7,3,0
5125,39.0,3.3,65.2,40.0,2,0
5126,24.1,2.7,86.0,40.6,2,0
5127,43.3,33.0,61.8,48.6,0,0
5128,68.5,24.4,60.1,44.3,0,0
5129,10.8,3.6,84.0,26.6,1,0
5130,21.8,9.2,60.8,38.1,3,0
5131,16.6,33.1,95.6,38.4,0,0
5132,30.8,4.5,62.1,52.3,1,0
5133,40.4,21.1,91.4,41.0,0,0
5134,28.5,5.2,94.1,26.5,4,0
5135,92.3,14.2,72.8,45.9,1,0
5136,37.7,26.8,53.1,46.1,1,0
5137,12.1,7.1,85.6,55.7,0,0
5138,57.3,17.0,70.3,24.1,3,0
5139,68.5,4.9,90.8,45.6,5,0
5140,58.5,14.2,63.6,34.9,3,0
5141,85.0,5.0,60.6,43.3,3,0
5142,20.7,18.1,85.9,44.1,2,0
5143,66.1,69.7,79.3,42.3,4,0
5144,93.1,63.9,83.0,48.3,1,0
5145,55.8,19.1,54.6,39.7,3,0
5146,20.8,23.4,84.3,45.7,4,0
5147,71.2,1.3,76.6,41.2,1,0
5148,22.2,55.5,65.2,30.6,0,0
5149,24.1,11.5,80.5,27.5,0,0
5150,74.5,33.7,96.6,42.1,4,0
5151,84.4,20.2,58.5,39.8,0,0
5152,13.7,28.5,96.3,23.3,2,0
5153,95.8,16.5,74.2,37.0,2,0
5154,80.6,15.3,76.6,49.5,1,0
5155,94.5,7.7,97.7,28.6,5,0
5156,13.7,24.3,96.0,36.5,0,0
5157,12.2,25.4,73.5,36.8,1,0
5158,13.1,0.2,82.0,36.2,2,0
5159,98.6,9.0,96.4,45.2,1,0
5160,24.4,3.5,64.8,51.1,4,0
5161,59.7,6.6,92.6,33.9,1,0
5162,85.9,7.7,71.2,43.7,2,0
5163,96.7,63.4,57.4,43.2,1,1
5164,45.1,6.7,51.7,38.2,3,0
5165,54.7,15.3,93.9,44.5,3,0
5166,42.0,37.6,60.5,35.4,1,0
5167,64.5,1.4,68.7,50.3,1,0
5168,80.7,29.6,95.6,35.9,1,0
5169,76.6,37.2,67.5,40.3,0,0
5170,86.3,19.8,93.1,38.4,2,0
5171,82.2,17.8,65.5,28.5,3,0
5172,59.6,15.2,66.8,44.5,1,0
5173,46.3,2.6,53.1,60.0,1,0
5174,51.5,4.6,95.9,34.2,2,0
5175,84.2,8.9,87.1,47.9,4,0
5176,10.6,5.7,96.8,32.7,1,0
5177,52.6,11.9,76.5,42.2,2,0
5178,78.4,9.6,86.8,38.0,2,0
5179,98.3,53.7,78.5,47.6,2,0
5180,19.1,3.0,52.0,42.6,4,0
5181,14.2,34.3,62.9,27.7,4,0
5182,27.0,32.8,82.3,34.3,4,0
5183,93.3,8.3,61.5,23.4,1,0
5184,12.4,14.6,91.6,28.0,2,0
5185,61.3,23.3,54.5,28.4,4,0
5186,25.7,0.2,84.8,46.5,4,0
5187,55.9,6.7,64.6,33.3,4,0
5188,47.5,11.4,93.7,37.0,2,0
5189,11.2,5.1,89.8,39.8,1,0
5190,36.0,24.7,51.5,36.9,2,0
5191,25.3,1.8,71.2,41.6,3,0
5192,97.0,24.3,65.2,36.7,1,0
5193,95.6,28.5,61.4,45.4,2,0
5194,74.4,4.0,73.7,45.0,3,0
5195,37.2,28.2,74.5,31.3,1,0
5196,20.5,3.5,62.2,23.7,2,0
5197,32.1,14.3,70.7,43.6,3,0
5198,43.5,11.6,76.4,32.6,3,0
5199,32.6,14.5,86.7,50.8,2,0
5200,99.9,5.9,52.8,15.0,4,0
5201,45.1,8.7,76.9,43.1,3,0
5202,11.7,16.2,90.5,27.8,3,0
5203,20.8,27.2,72.7,47.3,2,0
5204,80.1,3.9,94.2,30.6,2,0
5205,69.3,25.2,50.9,51.7,3,0
5206,12.4,10.4,85.8,47.6,2,0
5207,84.4,13.3,77.3,27.0,2,0
5208,11.0,12.1,63.3,57.7,2,0
5209,17.5,8.7,82.3,37.4,1,0
5210,37.9,5.9,65.4,27.8,2,0
5211,89.7,5.3,65.6,38.8,2,0
5212,46.5,42.2,58.2,34.3,6,1
5213,21.7,3.8,72.1,34.2,3,0
5214,64.0,22.1,97.9,17.9,3,0
5215,37.1,4.3,90.6,29.4,2,0
5216,13.7,18.2,91.9,48.8,3,0
5217,44.6,8.4,95.1,30.2,2,0
5218,87.8,26.7,71.8,38.5,2,0
5219,90.6,8.2,97.2,47.1,2,0
5220,18.8,6.9,86.1,39.9,2,0
5221,71.3,7.3,80.8,44.8,2,0
5222,89.0,0.4,72.1,34.7,2,0
5223,81.4,6.5,57.9,44.6,3,0
5224,88.2,2.4,83.5,59.9,2,0
5225,13.9,23.3,96.4,44.9,4,0
5226,27.6,10.8,88.6,47.2,1,0
5227,14.7,2.8,81.7,43.7,2,0
5228,22.9,19.7,59.2,39.4,2,0
5229,84.2,6.9,94.2,20.8,2,0
5230,91.9,4.1,62.1,28.2,3,1
5231,53.5,34.9,70.1,31.7,5,0
5232,86.2,2.2,75.2,35.8,5,0
5233,41.7,2.7,56.1,39.1,1,0
5234,53.7,2.3,60.0,35.2,2,0
5235,29.3,0.0,75.0,46.0,3,0
5236,99.2,0.8,86.0,46.4,3,0
5237,24.4,34.8,84.1,35.7,2,0
5238,80.8,2.4,63.7,58.6,1,0
5239,91.5,0.5,93.4,45.1,2,0
5240,93.0,19.2,84.0,42.4,2,0
5241,35.5,27.2,85.3,34.8,2,0
5242,17.3,11.4,78.8,26.3,0,0
5243,66.6,9.9,51.7,37.6,2,0
5244,87.5,34.7,69.0,30.3,2,0
5245,34.5,8.6,68.8,25.4,4,0
5246,42.3,6.9,65.8,41.1,2,0
5247,80.3,0.2,66.9,54.3,5,0
5248,23.0,7.2,86.0,40.0,5,0
5249,73.4,17.6,59.9,33.5,0,0
5250,92.2,7.1,83.5,35.2,1,0
5251,79.6,9.9,89.5,22.4,2,0
5252,53.2,3.7,70.5,30.5,1,0
5253,26.8,13.4,68.8,33.2,3,0
5254,31.0,6.3,60.8,40.4,2,0
5255,73.1,13.1,63.6,34.4,5,1
5256,37.5,5.6,61.8,26.1,1,0
5257,97.1,23.0,63.8,33.0,5,1
5258,37.8,12.1,74.9,41.1,3,0
5259,30.1,9.2,73.2,46.2,2,0
5260,92.1,7.7,59.3,35.4,0,0
5261,42.2,64.2,54.0,42.4,2,0
5262,51.5,1.5,67.7,42.2,0,0
5263,12.2,10.2,54.2,53.3,2,0
5264,32.6,18.7,52.9,37.0,1,0
5265,44.8,4.8,75.2,48.7,5,0
5266,68.1,0.9,85.3,40.9,3,0
5267,85.8,11.3,88.0,40.2,3,0
5268,73.6,16.7,77.1,41.5,1,0
5269,80.7,26.3,56.5,40.4,0,0
5270,91.6,4.7,79.5,31.2,1,0
5271,33.5,5.0,63.9,44.9,2,0
5272,25.7,0.5,93.7,30.1,2,0
5273,29.6,23.5,68.3,36.8,4,0
5274,17.0,12.6,74.4,49.0,4,0
5275,36.2,20.1,73.4,47.2,3,0
5276,20.9,12.2,63.5,33.9,2,0
5277,28.0,38.5,90.4,36.1,1,0
5278,41.2,40.6,61.8,43.3,4,0
5279,35.0,28.9,83.0,46.4,1,0
5280,74.4,15.2,76.6,31.4,0,0
5281,14.5,22.9,66.6,22.4,1,0
5282,27.9,17.1,57.7,43.0,1,0
5283,28.3,3.2,74.6,35.1,2,0
5284,39.2,19.6,80.3,39.1,1,0
5285,28.6,4.2,60.7,51.6,3,0
5286,92.0,4.6,84.4,60.0,3,0
5287,33.0,4.6,51.2,41.5,1,0
5288,60.3,8.2,75.6,41.1,2,0
5289,70.3,17.5,73.7,33.9,5,0
5290,39.9,2.2,89.0,33.3,3,0
5291,44.9,30.2,73.9,28.1,2,0
5292,27.5,25.5,59.2,29.2,1,0
5293,75.3,0.6,75.3,49.1,0,0
5294,12.9,0.8,88.1,24.2,0,0
5295,37.7,32.3,95.1,44.1,2,0
5296,66.9,3.7,60.6,43.7,5,0
5297,84.1,9.0,77.5,42.2,1,0
5298,66.9,5.7,58.3,39.7,3,0
5299,75.7,16.0,89.4,46.1,0,0
5300,97.2,8.5,50.3,41.5,0,0
5301,88.3,77.5,89.8,43.4,1,0
5302,71.3,7.1,54.9,52.0,5,0
5303,19.7,1.1,62.0,36.1,2,0
5304,48.5,1.0,72.5,54.5,2,0
5305,19.5,22.7,69.6,36.8,2,0
5306,79.1,39.5,97.2,48.4,1,0
5307,20.6,10.4,70.2,40.3,3,0
5308,18.8,4.4,64.1,35.5,3,0
5309,13.2,17.1,77.4,32.2,0,0
5310,52.3,13.2,56.2,37.8,3,0
5311,32.6,8.4,84.0,33.8,1,0
5312,95.0,27.7,91.1,58.9,3,0
5313,86.8,41.6,90.0,44.0,1,0
5314,12.8,23.0,61.3,34.0,2,0
5315,98.2,21.9,51.5,39.0,3,0
5316,45.7,17.8,84.1,53.2,2,0
5317,33.5,12.7,80.7,47.0,1,0
5318,11.5,24.4,76.2,47.8,7,0
5319,85.5,13.6,96.9,31.8,1,0
5320,88.0,23.7,53.9,31.2,1,0
5321,21.8,7.8,87.0,49.6,3,0
5322,50.9,7.5,85.4,49.2,1,0
5323,94.9,2.9,97.7,35.6,1,0
5324,92.8,12.8,94.0,37.3,1,0
5325,42.6,5.3,69.5,32.8,1,0
5326,68.4,14.6,74.6,33.3,2,0
5327,63.0,6.8,96.9,25.0,2,0
5328,98.1,53.9,71.8,29.5,2,0
5329,82.2,24.2,67.2,45.2,1,0
5330,99.5,1.6,79.2,35.8,1,0
5331,71.1,16.8,86.2,46.7,3,0
5332,45.0,10.9,64.8,29.8,4,0
5333,67.3,3.3,92.3,30.5,1,0
5334,11.6,24.6,97.2,38.4,0,0
5335,68.4,15.1,89.9,36.4,1,0
5336,96.0,8.4,68.9,57.4,1,0
5337,99.3,15.4,71.9,44.2,3,0
5338,18.1,10.5,89.0,39.6,2,0
5339,92.6,4.9,55.5,33.8,1,0
5340,18.6,4.8,78.8,47.1,1,0
5341,59.6,4.6,71.3,31.2,2,0
5342,26.5,79.7,92.3,44.1,3,0
5343,56.9,8.6,57.5,42.8,2,0
5344,90.1,13.6,87.2,41.9,3,0
5345,19.8,0.5,69.6,28.0,3,0
5346,34.3,54.6,85.0,38.7,2,0
5347,43.9,10.4,66.5,40.5,3,0
5348,93.1,1.8,95.1,44.1,1,0
5349,19.4,0.2,74.6,46.0,0,0
5350,63.3,3.6,78.2,33.9,4,0
5351,50.2,0.5,65.0,29.9,2,0
5352,45.1,54.7,92.5,41.9,2,0
5353,66.1,2.6,97.9,35.2,2,0
5354,77.2,18.3,58.3,42.8,1,0
5355,90.8,8.2,62.7,45.5,1,0
5356,56.3,11.2,67.1,53.5,2,0
5357,91.1,27.7,53.9,48.7,0,0
5358,50.0,5.9,57.1,34.5,2,0
5359,51.1,11.5,72.9,22.6,2,0
5360,47.5,25.5,73.0,41.9,1,0
5361,26.0,10.7,75.0,35.2,2,0
5362,51.2,23.5,94.7,44.4,1,0
5363,30.5,17.3,58.1,46.7,1,0
5364,14.2,1.7,80.0,45.7,3,0
5365,96.1,3.1,54.0,44.4,3,0
5366,40.0,30.7,51.4,50.1,1,0
5367,20.3,0.6,65.3,44.2,1,0
5368,22.7,1.4,58.7,40.2,1,0
5369,61.8,38.6,71.7,44.5,4,0
5370,96.5,6.8,60.3,36.5,3,0
5371,70.9,7.1,78.9,37.4,1,0
5372,58.9,1.5,76.1,43.3,2,0
5373,63.6,16.0,72.9,34.6,4,0
5374,18.2,7.0,93.1,46.6,3,0
5375,23.4,28.2,60.8,47.9,2,0
5376,15.6,28.9,79.5,44.9,1,0
5377,46.0,4.9,63.7,39.8,5,0
5378,94.8,10.7,58.4,44.0,2,0
5379,44.1,17.5,94.3,39.3,3,0
5380,69.3,18.0,66.6,26.8,2,0
5381,34.6,9.3,65.4,44.7,0,0
5382,17.2,3.2,51.8,27.7,2,1
5383,76.5,45.1,85.3,42.1,2,0
5384,68.7,22.7,68.9,38.1,4,0
5385,44.1,17.6,60.6,40.2,0,0
5386,86.3,10.3,77.5,50.1,1,0
5387,57.1,3.1,76.7,38.2,1,0
5388,65.2,1.0,50.9,41.1,3,0
5389,38.2,6.5,84.7,30.3,1,0
5390,13.0,56.7,62.4,38.3,1,0
5391,32.0,21.3,63.8,35.2,3,0
5392,35.7,8.5,92.5,43.6,2,0
5393,81.7,15.4,72.0,56.4,2,0
5394,43.1,3.5,95.5,29.8,5,0
5395,81.0,9.7,80.2,34.0,1,0
5396,23.5,6.5,87.6,38.1,0,0
5397,11.8,22.5,61.8,50.8,5,0
5398,16.3,8.4,94.2,35.7,3,0
5399,52.5,4.3,56.7,34.1,3,0
5400,14.2,20.7,73.1,23.9,1,0
5401,83.5,8.8,55.0,41.4,2,0
5402,49.3,6.6,91.6,40.8,1,0
5403,42.3,7.2,76.3,46.8,4,0
5404,29.8,3.5,83.9,42.4,0,0
5405,79.3,7.3,85.2,37.1,1,0
5406,92.0,2.5,66.9,34.8,1,0
5407,78.5,0.0,63.7,46.2,4,0
5408,48.0,10.2,67.3,47.0,2,0
5409,44.1,22.6,55.0,43.4,1,0
5410,53.6,8.2,57.3,43.2,5,0
5411,33.5,2.5,52.8,48.2,1,0
5412,51.1,9.8,54.7,45.0,1,0
5413,22.0,40.0,88.3,42.6,0,0
5414,80.0,14.1,94.2,60.0,3,0
5415,47.9,21.8,85.7,37.9,3,0
5416,71.0,2.7,88.0,38.9,2,0
5417,18.3,3.7,61.4,53.6,1,0
5418,52.8,38.2,81.4,45.8,2,0
5419,40.9,7.0,71.7,33.4,0,0
5420,71.4,10.2,75.2,38.6,2,0
5421,72.7,3.7,81.4,54.5,3,0
5422,42.8,17.3,55.5,41.6,5,0
5423,76.8,4.9,61.9,48.8,0,0
5424,49.4,40.7,70.2,58.2,2,0
5425,75.7,75.6,52.5,45.3,4,1
5426,12.9,1.3,82.6,47.3,4,0
5427,85.8,0.5,92.3,41.4,1,0
5428,76.3,13.1,51.0,55.0,0,0
5429,64.2,11.8,95.8,34.9,1,0
5430,35.6,54.4,75.0,45.9,3,0
5431,10.4,0.5,67.0,42.2,0,0
5432,93.9,16.5,81.3,55.9,2,0
5433,97.0,12.8,82.5,44.9,0,0
5434,60.0,15.3,96.7,35.6,1,0
5435,44.0,20.3,74.2,32.7,4,0
5436,38.9,19.4,64.9,34.6,4,0
5437,65.3,8.6,86.7,42.7,1,0
5438,40.4,9.1,65.7,33.3,4,0
5439,13.3,19.9,54.1,54.6,1,0
5440,68.1,29.5,71.5,21.2,1,0
5441,30.4,40.2,93.6,46.1,3,0
5442,26.8,0.1,59.3,44.0,4,0
5443,52.5,20.3,97.0,45.5,4,0
5444,49.7,5.5,57.8,44.8,1,0
5445,22.3,16.5,52.3,22.7,2,0
5446,61.0,18.2,81.0,43.9,1,0
5447,27.0,21.7,92.0,41.7,0,0
5448,16.0,21.6,68.5,33.1,2,0
5449,15.1,6.3,93.1,38.8,1,0
5450,29.0,10.6,88.1,45.3,4,0
5451,36.0,29.8,93.0,15.0,0,0
5452,70.2,0.8,78.8,42.3,4,0
5453,55.4,41.2,62.9,41.7,1,0
5454,40.7,69.0,62.5,38.9,5,0
5455,18.3,11.6,57.2,40.9,1,0
5456,85.2,109.0,62.0,47.7,1,1
5457,90.2,8.7,54.1,39.8,0,0
5458,78.5,4.8,88.4,37.4,1,0
5459,89.6,0.5,69.1,53.7,4,0
5460,16.9,0.5,85.9,46.7,1,0
5461,41.0,7.6,72.1,46.3,1,0
5462,37.4,30.2,65.7,22.0,2,0
5463,19.2,25.1,58.6,42.9,2,0
5464,47.2,7.6,91.0,35.4,1,0
5465,55.3,15.2,93.7,43.4,2,0
5466,64.1,0.8,63.0,44.9,1,0
5467,43.6,37.6,57.2,36.4,1,0
5468,92.0,6.0,79.0,26.8,3,0
5469,78.5,28.7,61.2,37.0,1,0
5470,73.8,5.8,88.5,47.0,0,0
5471,28.6,32.6,74.3,39.3,4,0
5472,37.2,11.0,88.6,45.3,1,0
5473,72.2,8.7,82.3,33.6,0,0
5474,45.6,17.3,77.8,39.6,1,0
5475,23.1,64.0,74.3,37.7,1,0
5476,65.0,15.2,96.4,44.3,1,0
5477,36.4,15.6,94.2,36.9,3,0
5478,98.0,14.6,96.0,37.3,0,0
5479,84.8,8.8,57.2,33.3,2,0
5480,96.4,20.3,75.7,39.2,5,0
5481,33.5,9.9,78.3,42.2,3,0
5482,98.1,4.7,57.7,40.5,0,0
5483,48.8,9.5,57.7,38.6,2,0
5484,25.1,17.3,89.9,46.9,1,0
5485,74.1,11.4,94.7,24.2,2,0
5486,69.5,19.0,52.2,60.0,4,0
5487,94.7,13.7,65.2,41.9,2,0
5488,15.0,8.9,67.5,52.6,3,0
5489,76.3,10.4,70.0,42.7,3,0
5490,47.4,11.9,90.5,31.5,1,0
5491,88.9,12.2,92.9,41.4,2,0
5492,57.1,14.1,82.7,22.1,3,0
5493,85.7,1.6,56.9,53.5,3,0
5494,27.5,19.9,84.1,47.1,3,0
5495,68.6,4.4,64.3,38.4,5,0
5496,80.8,8.1,75.0,46.1,7,0
5497,13.1,0.5,79.9,49.1,3,0
5498,43.2,0.1,88.4,36.6,1,0
5499,90.5,13.1,77.0,34.0,4,0
5500,15.8,0.1,94.6,39.4,5,0
5501,69.4,34.3,97.0,37.4,3,0
5502,67.5,19.0,96.5,45.4,3,0
5503,42.0,15.7,91.0,45.0,0,0
5504,70.7,4.7,73.0,38.4,1,0
5505,22.7,9.3,72.9,43.1,2,0
5506,53.0,61.8,65.3,43.6,0,0
5507,42.1,47.2,75.8,41.8,2,0
5508,30.5,29.3,86.7,28.0,1,0
5509,49.6,7.5,73.7,38.0,0,0
5510,55.4,16.4,75.8,37.1,3,0
5511,11.9,1.7,88.2,42.8,1,0
5512,71.6,28.7,64.5,34.0,5,0
5513,27.7,3.8,94.3,47.8,3,0
5514,17.7,11.5,67.3,50.7,2,0
5515,97.2,12.5,96.4,41.9,0,0
5516,34.5,52.5,68.4,39.5,1,0
5517,75.4,5.7,57.7,38.3,2,0
5518,17.6,13.0,70.6,30.9,1,0
5519,28.2,31.5,92.4,40.9,3,0
5520,12.0,17.0,59.8,45.0,4,0
5521,70.6,7.8,95.0,33.5,4,0
5522,66.9,14.8,81.0,60.0,1,1
5523,64.4,2.8,82.3,30.3,3,0
5524,27.1,17.4,74.7,41.8,5,0
5525,12.1,6.4,81.2,33.5,3,0
5526,32.6,5.9,56.3,24.6,3,0
5527,51.2,41.4,88.6,48.0,4,0
5528,71.4,77.7,71.1,41.0,0,0
5529,72.3,13.0,58.0,41.5,3,0
5530,30.4,5.4,71.1,56.8,0,0
5531,11.7,22.2,94.6,29.8,1,0
5532,80.5,25.0,73.4,43.1,4,0
5533,30.2,41.7,95.7,29.5,2,0
5534,20.6,16.2,97.8,50.9,1,0
5535,97.2,3.0,95.1,39.0,1,0
5536,34.3,16.6,89.5,36.3,0,0
5537,49.2,13.4,83.8,41.4,2,0
5538,76.7,6.0,52.9,29.6,3,0
5539,75.1,3.0,74.5,35.6,1,0
5540,76.1,14.6,58.9,42.7,4,0
5541,53.9,22.7,85.5,47.3,2,0
5542,10.4,8.4,54.3,31.5,1,0
5543,13.3,11.9,77.1,35.6,1,0
5544,43.6,48.6,79.0,37.8,2,0
5545,53.9,30.4,87.9,52.2,2,0
5546,86.5,7.5,57.5,39.1,1,0
5547,57.9,3.6,69.1,45.8,2,0
5548,90.9,2.0,54.8,42.7,1,0
5549,40.5,1.5,88.7,40.5,4,0
5550,38.4,2.1,66.4,39.4,1,0
5551,27.2,15.4,59.8,36.8,2,0
5552,81.1,7.9,59.6,37.8,0,0
5553,62.2,3.9,65.5,45.1,2,0
5554,87.7,40.1,51.9,45.0,2,0
5555,21.8,8.5,65.2,42.2,2,0
5556,78.2,9.2,64.3,49.9,3,0
5557,76.7,8.4,92.9,31.6,1,0
5558,26.3,30.2,63.1,30.8,3,0
5559,76.9,15.3,65.9,50.8,4,0
5560,34.9,5.2,93.5,36.1,2,0
5561,31.1,24.8,62.0,31.0,1,0
5562,29.1,9.6,92.1,38.5,0,0
5563,63.7,45.3,50.8,31.8,3,0
5564,11.1,16.8,78.8,35.7,0,0
5565,74.2,0.2,81.1,43.2,2,0
5566,47.6,34.4,81.1,37.3,1,0
5567,77.1,7.3,69.1,35.9,4,0
5568,19.7,18.7,85.4,57.4,2,0
5569,28.7,13.9,63.7,47.1,3,0
5570,42.2,9.6,70.3,44.8,5,0
5571,57.5,9.6,52.2,30.4,5,0
5572,22.7,1.6,78.2,47.7,2,0
5573,67.3,6.5,64.9,35.2,2,0
5574,59.8,5.1,78.1,36.7,2,0
5575,81.8,6.3,87.8,45.7,1,0
5576,93.8,5.6,53.1,27.3,2,0
5577,13.0,13.4,95.4,31.1,5,0
5578,33.1,11.0,80.9,39.1,0,0
5579,55.3,8.7,64.5,37.6,3,0
5580,29.9,17.7,81.8,39.7,3,0
5581,29.3,13.7,76.8,36.9,2,0
5582,77.2,1.6,68.5,37.1,2,0
5583,26.3,8.5,72.1,45.9,1,0
5584,76.9,17.7,95.6,39.7,3,0
5585,51.0,5.6,74.9,39.7,4,0
5586,12.3,3.4,86.6,27.9,2,0
5587,51.9,17.4,68.0,35.4,1,0
5588,91.8,12.3,80.1,37.5,2,0
5589,39.4,20.4,97.4,54.3,3,0
5590,68.8,14.2,87.8,46.1,1,0
5591,69.3,7.6,86.0,44.6,3,0
5592,54.6,28.7,72.6,42.1,4,0
5593,92.6,43.2,53.5,46.6,0,1
5594,61.1,16.5,64.7,39.5,0,0
5595,80.0,7.2,57.1,35.1,0,0
5596,55.2,3.3,80.1,43.2,3,0
5597,74.0,2.0,73.3,41.4,0,0
5598,32.4,7.3,75.6,31.3,2,0
5599,34.7,12.6,63.0,28.5,4,1
5600,16.2,2.2,90.5,39.8,0,0
5601,23.6,82.7,96.5,41.4,3,0
5602,36.2,3.6,75.1,31.1,2,0
5603,95.4,24.6,90.4,46.4,1,0
5604,78.5,19.4,84.4,50.6,1,0
5605,13.5,14.6,88.1,46.2,1,0
5606,37.6,7.1,92.9,37.7,4,0
5607,92.2,6.0,80.1,42.8,0,0
5608,12.9,48.0,74.1,37.0,5,0
5609,79.0,14.3,91.6,46.9,3,0
5610,12.5,0.7,57.7,34.6,3,0
5611,61.0,42.7,86.1,58.8,1,0
5612,82.6,29.1,66.9,39.3,3,0
5613,62.3,9.6,69.7,34.8,4,0
5614,71.4,21.8,71.7,56.7,1,0
5615,24.6,11.0,64.0,52.1,2,0
5616,42.0,5.0,71.1,41.5,1,0
5617,60.6,2.3,97.1,44.1,2,0
5618,92.0,87.2,78.3,35.9,2,1
5619,53.9,2.5,70.0,31.4,1,0
5620,43.0,1.3,68.5,35.2,3,0
5621,87.3,1.4,52.1,33.4,5,0
5622,58.4,8.3,93.3,48.8,1,0
5623,14.0,20.2,82.7,25.6,0,0
5624,24.8,0.9,62.4,39.0,0,0
5625,83.3,0.1,78.0,43.2,2,0
5626,81.9,9.4,57.1,31.9,0,0
5627,47.7,18.3,56.3,37.7,1,0
5628,70.6,12.8,70.1,40.7,5,0
5629,24.6,18.7,74.3,41.0,2,0
5630,53.7,13.8,74.0,28.2,2,0
5631,20.3,15.1,51.1,30.5,2,0
5632,94.6,11.6,56.1,39.5,3,0
5633,59.5,25.1,78.3,55.5,1,0
5634,31.2,3.6,88.0,41.0,1,0
5635,75.4,26.4,78.5,44.8,2,0
5636,13.6,22.2,61.3,34.9,5,0
5637,89.0,53.1,57.8,28.7,4,0
5638,35.5,9.2,51.7,49.6,3,0
5639,59.0,2.9,53.1,36.2,3,0
5640,96.0,7.7,57.4,39.4,2,0
5641,59.8,21.8,77.6,43.7,0,0
5642,53.9,25.3,83.9,30.0,3,0
5643,62.1,15.7,93.5,38.5,3,0
5644,98.7,36.1,67.9,42.6,2,0
5645,53.5,12.3,50.8,31.6,1,0
5646,48.1,2.9,82.3,29.6,2,0
5647,67.0,26.0,81.7,30.1,2,0
5648,14.1,14.4,93.2,36.0,4,0
5649,67.0,1.3,93.2,49.9,1,0
5650,42.4,5.7,81.3,28.5,4,0
5651,43.6,63.6,77.1,51.4,2,0
5652,23.8,40.1,95.8,36.3,1,0
5653,88.2,7.6,70.6,58.0,1,0
5654,79.9,14.8,67.6,45.4,1,0
5655,59.6,28.8,94.8,37.4,3,0
5656,71.0,13.5,89.9,31.5,4,0
5657,37.0,19.9,55.7,26.4,4,0
5658,20.1,2.8,70.5,49.2,3,0
5659,36.7,47.9,97.2,38.4,0,0
5660,97.4,11.3,65.6,34.8,0,0
5661,12.6,7.6,71.3,41.1,1,0
5662,37.6,17.2,73.5,28.2,2,0
5663,26.4,3.8,68.4,27.9,0,0
5664,33.3,3.1,72.0,42.6,4,0
5665,81.5,5.6,84.2,35.9,3,0
5666,91.9,22.7,82.7,46.9,1,0
5667,32.9,13.4,62.8,49.9,2,0
5668,74.8,5.2,76.6,40.1,2,0
5669,51.9,8.1,97.3,34.2,1,0
5670,30.6,22.1,90.7,26.3,1,0
5671,67.2,7.5,87.9,20.1,2,0
5672,37.1,28.7,88.6,39.2,1,0
5673,51.2,4.6,72.6,44.1,5,0
5674,32.6,15.6,65.6,38.6,2,0
5675,81.7,16.4,69.4,30.1,2,0
5676,58.3,5.4,69.3,28.9,1,0
5677,52.0,9.4,51.8,47.7,2,0
5678,36.3,11.1,68.1,32.5,2,0
5679,23.5,5.7,95.8,51.2,2,0
5680,50.4,6.2,73.4,45.6,0,0
5681,71.2,8.1,76.2,42.8,1,0
5682,33.4,26.3,93.6,31.1,4,0
5683,61.4,3.3,81.7,52.5,1,0
5684,21.9,3.2,84.4,35.1,5,0
5685,89.3,8.6,59.4,32.4,1,0
5686,48.9,5.4,55.6,49.5,1,0
5687,60.4,4.2,52.8,41.1,2,0
5688,19.4,8.0,86.5,45.9,1,0
5689,51.9,2.3,70.2,42.5,5,0
5690,10.0,9.9,90.6,34.9,1,0
5691,57.9,10.2,75.1,44.8,5,0
5692,76.1,21.2,75.2,37.8,1,0
5693,57.2,77.7,59.2,36.8,1,0
5694,17.5,58.8,96.5,38.5,2,0
5695,78.6,32.4,94.4,50.4,2,0
5696,22.9,1.2,55.0,37.3,0,0
5697,79.1,19.1,75.3,49.1,1,0
5698,26.7,2.7,76.6,40.4,1,0
5699,15.9,7.4,50.9,44.4,1,0
5700,50.9,42.0,57.0,35.4,0,0
5701,90.3,1.4,58.2,26.9,3,0
5702,80.7,3.7,75.1,48.7,3,0
5703,88.8,28.8,92.3,38.1,1,0
5704,35.3,17.3,50.4,39.6,3,0
5705,36.9,6.4,78.7,51.8,2,0
5706,50.6,6.2,52.1,38.0,3,0
5707,38.2,12.2,93.5,46.5,3,0
5708,46.3,45.2,93.1,40.9,4,0
5709,30.5,19.9,87.9,36.1,6,0
5710,32.4,2.8,65.9,18.0,3,0
5711,29.5,1.0,75.0,31.3,1,0
